tu_id	speaker	start	end	duration	text
369	BO020	986.688	992.000	5.312	 e:h=mh la lingua straniera s~ e:h la seconda lingua straniera cioè stiamo parlando d[ella mia]:,
370	BO026	991.400	991.870	0.470	 [sì].
371	BO020	992.360	994.166	1.806	 o del possibilmente il,
372	BO026	994.361	998.381	4.020	 parliamo dell' i[taliano co]me lingua seconda perché è in immersione no?
373	BO020	995.191	995.720	0.529	 [°okay.°]
374	BO026	998.958	1006.388	7.430	 e [poi c' è l]a lingua straniera che non è in immersione perché se studia lo [spagno]lo non è in imme[rsion]e studia il tedesco non è in immersione,
375	BO020	999.160	999.650	0.490	 [sì].
376	BO020	1002.428	1002.876	0.448	 [sì].
377	BO020	1003.695	1004.080	0.385	 [sì].
378	BO026	1006.826	1007.388	0.562	 quindi,
379	BO026	1007.550	1008.400	0.850	 un alunno,
380	BO026	1008.566	1009.377	0.811	 ristudia,
381	BO026	1009.751	1013.596	3.845	 parallelamente contemporaneamente di fatto due lingue.
382	BO026	1014.051	1014.321	0.270	 °mh°
383	BO026	1014.561	1015.288	0.727	 una però,
384	BO026	1015.766	1019.677	3.911	 è usata nel contesto in cui la studia l' altra no. l' altra è solo,
385	BO020	1020.175	1020.520	0.345	 [sì].
386	BO026	1020.175	1022.426	2.251	 [ogge]tto dell' ora di le[zione no]?
387	BO020	1021.421	1022.668	1.247	 [xxx straniera] sì.
388	BO026	1024.086	1025.188	1.102	 e::h=mh,
389	BO026	1025.200	1026.133	0.933	 e quindi la,
390	BO026	1026.645	1029.266	2.621	 la::=mh l~ una ricerca su,
391	BO026	1029.576	1030.633	1.057	 la rela[zione],
392	BO020	1030.155	1032.333	2.178	 [su s]ulla distanza <tra:>,
393	BO020	1032.765	1035.544	2.779	 <la elle due l' italiano elle due>,
394	BO020	1036.704	1037.223	0.519	 e:,
395	BO020	1037.386	1038.288	0.902	 e:h,
396	BO020	1038.386	1039.728	1.342	 la lingua straniera.
397	BO020	1040.598	1044.722	4.124	 che potrebbe essere l' inglese <o la seconda lingua [stranie]ra>.
398	BO026	1043.810	1044.358	0.548	 [mh mh].
399	BO020	1045.971	1046.829	0.858	 e:h=mh,
400	BO026	1047.766	1054.211	6.445	 oppure puo' essere una lingua che è lingua franca: lingua:: già conosciuta o parzialmente conosciuta per,
401	BO026	1054.533	1055.411	0.878	 per l' alunno.
402	BO026	1055.465	1056.422	0.957	 quindi le domande,
403	BO026	1056.750	1057.089	0.339	 io,
404	BO026	1057.301	1066.344	9.043	 il l~ l' altra volta immaginavo più a un proprio a un' indagine presso le scuole per capire se=uno se c' è una relazione tra questi due ambiti.
405	BO026	1066.731	1069.789	3.058	 tra gli insegnanti di laboratorio e di italiano elle due,
406	BO026	1070.208	1071.848	1.640	 e gli insegnanti di lingua.
407	BO026	1072.093	1073.500	1.407	 no? se in qualche modo,
408	BO026	1074.166	1078.844	4.678	 a vario:: a vari livelli cioè {P} <della collaborazione nella>,
409	BO026	1079.358	1088.977	9.619	 nella:=m::h nella <programmazione nei materiali nella> a volte l' insegnante di italiano elle due è anche l~ è anche l' insegnante di l~ di elle esse.
410	BO026	1089.376	1089.810	0.434	 °no?°
411	BO020	1090.689	1092.051	1.362	 <sì questo sì>.
412	BO020	1092.175	1093.611	1.436	 però che ci sia,
413	BO020	1093.938	1095.253	1.315	 e::h=mh,
414	BO020	1095.444	1100.689	5.245	 <vera collaborazione a livello di classe o su parte della classe>,
415	BO020	1101.096	1105.011	3.915	 e:h io son stata anche al professionale per esempio nella [mia sc]uola.
416	BO026	1104.051	1104.450	0.399	 [mh],
417	BO020	1105.251	1106.673	1.422	 m:h secondo me non c' è.
418	BO020	1106.883	1113.500	6.617	 e::h {P} c' è {P} mh puo' esserci su singolo <studente> per esempio ci sono stati,
419	BO020	1113.785	1115.461	1.676	 e:h=mh casi in cui,
420	BO020	1115.621	1120.689	5.068	 e:h <c' erano dei cinesi che parlano pochissimo> hanno davvero di[fficoltà] di ogni tipo,
421	BO026	1119.122	1119.633	0.511	 [mh mh],
422	BO020	1120.966	1122.389	1.423	 e:h con l' italiano,
423	BO020	1122.765	1123.822	1.057	 e::h=mh,
424	BO020	1123.935	1127.600	3.665	 quindi si cerca la mediazione dell' inglese,
425	BO020	1128.021	1129.022	1.001	 e::h,
426	BO020	1129.211	1130.422	1.211	 a volte,
427	BO020	1130.766	1134.244	3.478	 e:h non lo so anche l~ la preparazione della verifica,
428	BO020	1134.546	1136.789	2.243	 e:h=mh puo' esser fatta,
429	BO020	1137.126	1143.566	6.440	 e:h=mh {P} in collaborazione tra l' insegnante di {P} e:h=mh italiano e l' insegnante di,
430	BO020	1144.011	1145.500	1.489	 di lingua straniera,
431	BO026	1146.020	1148.220	2.200	 [ecco questo tipo questo tipo di],
432	BO020	1146.021	1149.755	3.734	 [e::h cr~ credo che sia succes]so eh eh inglese.
433	BO020	1149.886	1150.992	1.106	 ingl[ese chi]aramente.
434	BO026	1150.120	1150.441	0.321	 [sì].
435	BO020	1151.195	1155.897	4.702	 e::h=mh oppure qualche volta sì mh con ispanofoni::,
436	BO020	1156.191	1159.489	3.298	 a::h=mh i~ in realtà con gli ispanofoni:,
437	BO020	1161.529	1164.941	3.412	 mh ragazzi non lo so p[e~ peruvi]ani dell' ecuador,
438	BO026	1162.805	1163.458	0.653	 [mh mh],
439	BO020	1165.183	1166.348	1.165	 e::h=mh,
440	BO020	1167.111	1172.724	5.613	 ci si consultava soprattutto su <quale sia la> strad~=~tegia migliore pe:r,
441	BO020	1172.966	1174.260	1.294	 e::h=mh,
442	BO020	1174.756	1177.122	2.366	 <per fargli imparare>,
443	BO020	1177.941	1179.125	1.184	 <delle cose>.
444	BO020	1179.561	1181.091	1.530	 e::h=mh [però:],
445	BO026	1180.595	1186.061	5.466	 [ma ques]te queste sono:: sono informazioni rilevanti per[(ché) non mi sembra ci siano dei lavori],
446	BO020	1184.398	1187.285	2.887	 [<però sempre su singo]li studenti>.
447	BO020	1187.605	1191.663	4.058	 non credo ci sia qualcosa di ma in nessuna [scuola] anche perché,
448	BO026	1190.510	1191.000	0.490	 [mh mh],
449	BO020	1191.990	1194.573	2.583	 a:h e:h=mh ci son sempre meno fondi,
450	BO026	1194.671	1195.076	0.405	 mh mh,
451	BO020	1195.076	1197.645	2.569	 e:h gli insegnan[ti sono s]empre più arrabbiati,
452	BO026	1196.054	1196.513	0.459	 [però],
453	BO026	1197.765	1198.275	0.510	 [sì].
454	BO020	1197.766	1201.340	3.574	 [c' è] sempre meno [tempo da dedi]care a [queste cose quindi],
455	BO026	1198.776	1199.744	0.968	 [sì sì sì sì].
456	BO026	1200.326	1213.556	13.230	 [però questa è una] sono ri~ considerazioni impressionistiche che noi facciamo perché le abbiamo sentito: ne=mh da~ [dagli insegnanti, è diverso è diverso] dal fare u~ una ricognizione {P} sistematica.
457	BO020	1207.061	1210.170	3.109	 [mh sì xx xxx].
458	BO026	1213.810	1215.426	1.616	 in un campione di scuole,
459	BO026	1215.775	1216.766	0.991	 in cui si chiede,
460	BO026	1217.535	1220.500	2.965	 eh eh quindi il questionario viene indirizzato,
461	BO026	1220.810	1224.230	3.420	 agli insegnanti di elle esse di lingua straniera,
462	BO026	1224.414	1226.381	1.967	 e agli insegnanti di italiano elle due.
463	BO020	1226.598	1226.916	0.318	 mh.
464	BO026	1226.928	1227.230	0.302	 °mh.°
465	BO026	1228.181	1229.819	1.638	 e:h eh=mh c[ioè],
466	BO020	1229.308	1232.517	3.209	 [che spes]so [è l' in]segnante di lingua straniera (no,)
467	BO026	1229.941	1230.260	0.319	 [que~]
468	BO026	1232.615	1235.475	2.860	 ch[e puo' essere la la figura puo' coincidere].
469	BO020	1232.768	1236.234	3.466	 [xx successo o o di italiano] sì [sì sì].
470	BO026	1235.725	1237.340	1.615	 [in alcune] scuole puo' coinci[dere].
471	BO020	1236.921	1237.351	0.430	 [sì].
472	BO026	1237.606	1239.183	1.577	 quindi arrivare a dire,
473	BO026	1239.670	1242.872	3.202	 che {P} su venti scuole in dieci coincide,
474	BO026	1242.972	1247.428	4.456	 oppure:: in cinque non c' è nessun tipo di collaborazione,
475	BO026	1247.625	1250.616	2.991	 in quattro le insegnanti programmano insieme,
476	BO026	1250.790	1253.276	2.486	 e: {P} poi in ultima analisi,
477	BO026	1253.411	1254.074	0.663	 anche,
478	BO026	1254.740	1259.723	4.983	 le competenze (de~ mh mh) nell' italiano elle due e nella lingua straniera.
479	BO026	1259.755	1261.750	1.995	 quindi immaginiamo un bambino che arriva,
480	BO026	1261.900	1263.361	1.461	 mh (dell' inserito.)
481	BO026	1263.608	1269.893	6.285	 e deve imparare {P} deve iniziare a imparare l' italiano e poi nell' ora di inglese deve fare anche ingese o francese o spagnolo.
482	BO020	1269.995	1270.258	0.263	 sì.
483	BO026	1270.258	1271.433	1.175	 che cosa succede?
484	BO026	1271.610	1272.808	1.198	 dal punto di vista,
485	BO026	1273.178	1276.734	3.556	 della sua acquisizione del rendimento scolastico cioè dobbiamo,
486	BO026	1276.965	1278.678	1.713	 articolare delle domande,
487	BO026	1279.115	1280.348	1.233	 molto puntuali,
488	BO026	1280.408	1281.165	0.757	 anche su,
489	BO026	1281.851	1284.493	2.642	 questi aspetti però questo lo farei alla fine.
490	BO020	1284.783	1291.303	6.520	 quindi quin[di mi servi]rebbero anche i risultati finale {P} finali o per lo meno i risultati non lo so,
491	BO026	1285.111	1286.009	0.898	 [partirei da],
492	BO026	1291.401	1295.596	4.195	 no le anche le valutazioni::: in cors~ innn,
493	BO026	1295.830	1301.596	5.766	 e:::h=l a metà dopo un certo periodo naturalmente d~ di inserimento dell' alunno.
494	BO026	1301.965	1307.339	5.374	 e:::h che gli insegnanti possono fare in maniera: così sommativa non non,
495	BO026	1307.801	1309.266	1.465	 attraverso i test no?
496	BO020	1309.365	1309.633	0.268	 sì.
497	BO026	1309.633	1310.422	0.789	 cioè qual è,
498	BO026	1310.745	1314.880	4.135	 e::h il punto di vista che loro hanno sulle competenze di questi alunni.
499	BO020	1314.880	1315.253	0.373	 mh.
500	BO026	1315.276	1317.496	2.220	 però io partirei proprio dal contesto.
501	BO026	1318.394	1322.071	3.677	 quale o quali lingue straniere si insegnano nella sua scuola.
502	BO026	1322.441	1322.790	0.349	 °mh,°
503	BO020	1323.455	1323.838	0.383	 [sì].
504	BO026	1323.456	1329.266	5.810	 [c' è un] laboratorio di italiano elle due cioè di~ le dividerei in due blocchi pensando di indirizzarlo,
505	BO026	1329.576	1335.174	5.598	 agli insegnanti di: della lingua <all' insegnante> o agli insegnanti della lingua straniera,
506	BO026	1335.676	1336.954	1.278	 e all' insegnante,
507	BO026	1337.896	1339.636	1.740	 e:h di italiano elle due.
508	BO026	1340.620	1344.588	3.968	 che ripeto in alcuni casi puo' essere l~ esattamente la stessa persona.
509	BO026	1344.980	1347.834	2.854	 perché laddove nelle scuole dove non ci sono:: risor~
510	BO026	1348.350	1351.357	3.007	 non solo non solo per assenza di risorse perché a volte,
511	BO026	1351.670	1353.871	2.201	 la figura competente è ques[ta qu]i.
512	BO020	1353.301	1353.780	0.479	 [sì].
513	BO020	1354.063	1354.430	0.367	 sì.
514	BO026	1354.621	1355.697	1.076	 e quindi:,
515	BO020	1356.111	1357.225	1.114	 e::h=mh,
516	BO020	1359.190	1361.844	2.654	 questi dati comunque però m:h poi:,
517	BO020	1362.483	1363.525	1.042	 m::h
518	BO020	1363.921	1365.899	1.978	 cioè sono m::h,
519	BO020	1366.285	1367.120	0.835	 e:h=mh
520	BO020	1367.801	1373.000	5.199	 non mi servono per=eh un' analisi: specifica cioè son dati abbastanza,
521	BO026	1373.516	1374.026	0.510	 allora,
522	BO026	1374.191	1387.988	13.797	 lei fa una ri~ una ricognizione mh presso un certo numero di scuole quindi già questo diventa una sorta di un ritratto no, una fotografia [di una] situazione minima non quantitativamente rappresentativa però,
523	BO020	1383.331	1383.736	0.405	 [sì].
524	BO026	1388.060	1389.473	1.413	 le dice qualcosa no,
525	BO026	1389.995	1390.498	0.503	 poi,
526	BO026	1390.636	1393.364	2.728	 e::h su questa base qui si puo',
527	BO026	1393.789	1397.324	3.535	 naturalmente la la parte propositiva della tesi è quella di,
528	BO026	1397.686	1401.655	3.969	 di fare anche delle proposte quindi non è l' unica e:h
529	BO026	1401.860	1403.889	2.029	 e:h parte del suo lavoro no,
530	BO026	1403.994	1404.500	0.506	 cioè,
531	BO026	1404.745	1411.944	7.199	 e::h di fare delle proposte: che {P} sono fondamentalmente di di: educazione lingustica integrata.
532	BO026	1412.165	1414.466	2.301	 l' ideale sarebbe nella sua scuola,
533	BO026	1414.908	1417.944	3.036	 fare una {P} condurre una sperimentazione.
534	BO026	1419.228	1420.576	1.348	 per un periodo no,
535	BO026	1420.956	1424.273	3.317	 una programmazione: e:h in cui:,
536	BO026	1424.325	1428.433	4.108	 e::h l' insegnamento delle due lingue che tiene conto,
537	BO026	1429.145	1430.368	1.223	 di:=m:h
538	BO026	1433.131	1441.511	8.380	 che che che che ricorra a uno stesso metalinguaggio: che tiene conto del fatto che c' è {P} ci sono alunni che {P} in quel momento,
539	BO026	1441.622	1442.444	0.822	 in quel periodo,
540	BO026	1442.500	1444.350	1.850	 (ap)prendono due lingue diverse.
541	BO026	1445.318	1446.722	1.404	 una [molto più],
542	BO020	1445.689	1446.722	1.033	 [e:h=mh],
543	BO020	1446.951	1449.644	2.693	 sì [quindi l~ lei di]ce che a:h=mh
544	BO026	1447.173	1448.076	0.903	 [e::h],
545	BO020	1449.761	1452.765	3.004	 la la ricerca potrebbe essere orientata,
546	BO020	1453.140	1454.161	1.021	 <alla>,
547	BO020	1455.760	1457.128	1.368	 <diciamo:>,
548	BO020	1458.098	1465.677	7.579	 <a suggerire l' impostazione metodologica più adeguata dopo aver fatto> aver rilevato queste cose.
549	BO026	1465.730	1466.089	0.359	 °sì.°
550	BO026	1466.311	1471.422	5.111	 più adeguata suggerire (una una mh) una im[postazione metodologica che viene],
551	BO020	1469.198	1471.453	2.255	 [e e integrata comunque].
552	BO026	1471.622	1476.733	5.111	 sperimentata <e viene: e si:> {P} e si tiene conto dei risultati.
553	BO026	1476.965	1480.878	3.913	 secondo me allora lei puo' guardare sul sito della:=mh,
554	BO026	1481.920	1485.170	3.250	 del centro come forse gliel' avevo già indicato.
555	BO020	1485.321	1487.785	2.464	 forse me l' ha: indicato [lo scorso anno].
556	BO026	1486.751	1491.711	4.960	 [ecco lì ci sar~] ci sono diversi materali nnel corso degli anni insomma,
557	BO026	1492.051	1498.322	6.271	 e troverà molti lavori anche di graziella favaro sul prof[ilo li]nguistico degli alunni stranieri,
558	BO020	1495.511	1495.998	0.487	 [sì].
559	BO026	1499.161	1503.455	4.294	 e e:=m:h puo' darsi che ci siano anche:,
560	BO026	1503.930	1505.022	1.092	 a:h=mh,
561	BO026	1505.100	1509.200	4.100	 i resoco:nti:: o:: accenni o::,
562	BO026	1509.410	1511.989	2.579	 materiali riguardanti proprio questo tema.
563	BO026	1512.051	1512.377	0.326	 cioè,
564	BO026	1512.646	1518.266	5.620	 mettere in relazione le due lingue che vengono apprese {P} simultaneamenete nello stesso,
565	BO026	1518.766	1519.538	0.772	 periodo.
566	BO026	1520.833	1521.577	0.744	 anche se,
567	BO026	1521.985	1523.360	1.375	 con finalità diverse.
568	BO026	1523.936	1532.500	8.564	 e::: e co:n obiettivi diversi perché la prima è più urgente (e) la lingua seconda dell' immersione. l' altra,
569	BO026	1532.766	1537.700	4.934	 è quella dello studio condiviso allo s~ nella stessa maniera con gli altri alunni.
570	BO026	1539.533	1539.896	0.363	 °mh°
571	BO020	1540.100	1540.800	0.700	 [m:h],
572	BO026	1540.101	1543.866	3.765	 [i~ allora io] proverei [a {P} e]laborare meglio il questionario.
573	BO020	1541.593	1542.200	0.607	 [eh=mh],
574	BO020	1544.022	1544.489	0.467	 [s:ì].
575	BO026	1544.133	1548.200	4.067	 [sopra]ttutto tenendo conto che quesiti vanno assemblati per aree.
576	BO026	1548.531	1548.766	0.235	 mh,
577	BO020	1548.865	1549.106	0.241	 sì.
578	BO026	1549.411	1554.411	5.000	 provi a guardare questi profili linguistici perché lì sono separate per aree.
579	BO020	1555.375	1562.055	6.680	 e::h=mh sì no eh il dubbio che mi viene è che: restringendolo più o meno a queste comunque a queste d[omande],
580	BO026	1561.346	1564.155	2.809	 [sì non]più come dice lei non più di venti.
581	BO020	1564.391	1564.866	0.475	 [sì].
582	BO026	1564.393	1570.433	6.040	 [lasciando]le aperte deve dare un po' di tempo >poi bisogna vedere la modalità di raccolta se deve essere online<,
583	BO026	1570.713	1572.256	1.543	 oppure::,
584	BO026	1572.545	1574.700	2.155	 >perché non è che puo' andare nelle scuole<,
585	BO026	1574.990	1580.889	5.899	 co::n google si puo' fare un questionario online e: lo si manda nelle scuole.
586	BO026	1581.898	1585.112	3.214	 e: e scriviamo una lettera anche al dirigente scolastico.
587	BO020	1585.210	1585.598	0.388	 mh mh.
588	BO026	1585.851	1588.480	2.629	 però proverei prima a documentarmi,
589	BO026	1588.676	1593.913	5.237	 sui {P} profili linguistici, sui {P} temi che vengono indagati per l' italiano elle due,
590	BO026	1594.817	1597.390	2.573	 <nella> rilevare il profilo linguistico,
591	BO026	1597.601	1600.646	3.045	 e a vedere se ci sono dei lavori già svolti,
592	BO026	1600.930	1603.726	2.796	 per quanto: parziali, eccetera,
593	BO026	1603.973	1606.158	2.185	 che mettono in relazione le due lingue.
594	BO026	1606.393	1608.296	1.903	 dalla prospettiva dell' alunno.
595	BO026	1608.976	1610.286	1.310	 dell' alunno straniero.
596	BO026	1616.170	1622.804	6.634	 cioè in una classe italiana plurilingue ci sono degli alunni che contemporaneamente imparano due lingue.
597	BO026	1623.175	1626.304	3.129	 per scopi diversi e: co:n=a:h,
598	BO026	1626.551	1630.829	4.278	 e: >caratteristiche completamente diverse perché u~< una lingua,
599	BO026	1631.551	1635.838	4.287	 viene appresa in immersione e l' altra viene appresa come materia scolastica.
600	BO026	1636.255	1638.680	2.425	 allo stesso modo del dei suoi compagni.
601	BO026	1639.715	1645.201	5.486	 i[o adesso se trovo] dei riferimenti glieli mando {P} e:h=mh però guarderei su:,
602	BO020	1639.890	1640.768	0.878	 [e:h=mh],
603	BO026	1645.513	1647.577	2.064	 centro come su <sesamo>,
604	BO020	1648.128	1650.770	2.642	 ah sì ho [visto d~ sì perché]:=mh,
605	BO026	1648.785	1650.486	1.701	 [glielo avevo segnalato anche],
606	BO020	1651.063	1657.605	6.542	 ho cercato:: la favaro(g) e:h[e:] mi è venuto fuori xx [sesamo però non ci ho xx],
607	BO026	1653.810	1654.295	0.485	 [°mh mh,°]
608	BO026	1655.490	1658.917	3.427	 [(e) riviste che le dicevo italiano lingua] due sesamo,
609	BO026	1659.441	1660.183	0.742	 <elle>,
610	BO026	1660.461	1662.559	2.098	 sono tutti online open access.
611	BO026	1664.968	1668.715	3.747	 e:h elle è >educazione linguistica liguistica educativa<.
612	BO026	1669.381	1671.688	2.307	 se lei mette rivista elle la trova.
613	BO020	1675.290	1676.513	1.223	 [a:h el]le el[le].
614	BO026	1675.290	1675.724	0.434	 [sono],
615	BO026	1676.221	1676.522	0.301	 [sì].
616	BO020	1676.645	1677.550	0.905	 [xx xx].
617	BO026	1676.645	1679.000	2.355	 [e sono e:h pun~] è un acronimo no,
618	BO020	1679.000	1679.363	0.363	 mh mh.
619	BO026	1679.813	1681.025	1.212	 e::h=mh,
620	BO026	1681.640	1687.770	6.130	 <e: trova::> secondo me qualche: riflessione è stata già fatta e la trova,
621	BO026	1688.340	1692.155	3.815	 quindi farei {P} anche una ricerca bibliografica innanzitutto,
622	BO026	1692.650	1692.972	0.322	 e,
623	BO026	1693.238	1694.788	1.550	 m:h in parallelo,
624	BO026	1694.893	1695.813	0.920	 e::h,
625	BO026	1696.318	1700.430	4.112	 mi documenterei per poter preparare un questionario che sia,
626	BO026	1700.946	1701.895	0.949	 e:h mirato.
627	BO026	1702.533	1704.248	1.715	 ai suo~ al suo scopo.
628	BO026	1704.697	1710.407	5.710	 magari buttando giù anche una bozza di: indice che non è ancora per niente l' indice cioè,
629	BO026	1710.740	1713.055	2.315	 un' articolazione del del tema.
630	BO026	1713.266	1713.513	0.247	 mh,
631	BO020	1713.513	1713.953	0.440	 sì.
632	BO020	1714.215	1719.662	5.447	 e:h=mh pe:rò mh m:h=mi viene un dubbio con questo questionario,
633	BO020	1719.986	1722.709	2.723	 <io non raccolgo in dettaglio>,
634	BO020	1722.981	1723.941	0.960	 e:h=la,
635	BO020	1724.595	1726.400	1.805	 e:h=la:,
636	BO020	1726.613	1730.965	4.352	 come si rapporta il raga~ {P} eh lo studente <con il lessico>,
637	BO020	1731.335	1733.883	2.548	 nella lingua straniera nella lingua elle due.
638	BO026	1734.201	1736.337	2.136	 >ma [questo diventa un altro lavoro cioè<],
639	BO020	1734.525	1737.261	2.736	 [<oppure con la morfologi]a v[erbale>],
640	BO026	1736.385	1739.430	3.045	 [allora allora ca]mbiamo focus se (è) questo.
641	BO026	1739.941	1740.305	0.364	 °mh.°
642	BO026	1740.785	1741.662	0.877	 e::h=mh
643	BO020	1741.745	1745.361	3.616	 perché co~ come faccio io questo mi chiedo come faccio io,
644	BO020	1745.620	1746.010	0.390	 a,
645	BO020	1746.361	1747.516	1.155	 e:h=mh,
646	BO020	1747.635	1749.197	1.562	 diciamo suggerire,
647	BO020	1749.405	1755.383	5.978	 e:h una una idea di lavoro integrato e >quindi di impostazione metodolo[gica<],
648	BO026	1754.853	1755.368	0.515	 [°mh mh,°]
649	BO020	1755.608	1757.511	1.903	 se non ho e::h=mh,
650	BO020	1757.965	1761.220	3.255	 <i dati quantitativi sulla>,
651	BO020	1762.335	1764.779	2.444	 su >come si comportano i ragazzi<,
652	BO020	1764.903	1769.046	4.143	 sulla ritrosia rispetto: a >non lo so< un certo lessico,
653	BO020	1769.201	1772.610	3.409	 e in questa lingua piuttosto che in quest' altra oppure,
654	BO026	1772.765	1774.605	1.840	 diventa però un altro lavoro.
655	BO026	1774.661	1779.302	4.641	 quindi lo restrigiamo dal punto di vista generale x >a me era parso di capire che<,
656	BO026	1780.015	1784.930	4.915	 e:h=l' interesse iniziale fosse per ricognizione proprio nelle scuole per capire,
657	BO026	1785.590	1786.325	0.735	 <come>,
658	BO026	1786.398	1787.778	1.380	 e::h=mh,
659	BO026	1787.995	1790.686	2.691	 che cosa avviene {P} insomma da: m[h],
660	BO020	1790.585	1796.837	6.252	 [s]ì e pensavo di poter utilizzare d[ei da]ti più precisi però: [xx la mia classe],
661	BO026	1792.781	1793.209	0.428	 [una],
662	BO026	1794.780	1800.639	5.859	 [allora una parte del questionario] puo' essere dedicata a questo aspetto specifico però dopo,
663	BO026	1801.175	1804.790	3.615	 aver {P} condotto l' insegnante che ci deve riflettere,
664	BO026	1805.166	1805.976	0.810	 al tema.
665	BO026	1807.771	1808.708	0.937	 [e::h],
666	BO020	1808.413	1814.279	5.866	 [e:h] {P} quindi >posso concentrarmi prima sull' impostazione del [questio]nario raccogliere i da[ti< e po:i:],
667	BO026	1811.430	1811.815	0.385	 [sì].
668	BO026	1813.183	1814.302	1.119	 [raccogliere i dati].
669	BO020	1814.730	1816.662	1.932	 magari vedere come rie~ mh
670	BO020	1816.986	1818.430	1.444	 <orient[are i]l la>,
671	BO026	1817.586	1818.116	0.530	 [sì].
672	BO026	1818.487	1825.139	6.652	 eh però io prima mi documeterei per capire se c' è letteratura:: specifica su questo tema quindi,
673	BO026	1825.403	1828.407	3.004	 e:h la ricerca nelle riviste la farei,
674	BO026	1828.718	1829.105	0.387	 °mh,°
675	BO026	1829.921	1837.662	7.741	 l[a:: adesso] io e::h=le darò alcune indicazioni anch' io che però non riguardano l' italiano elle due riguarano altre lingue.
676	BO020	1830.241	1830.831	0.590	 [°~kay.°]
677	BO020	1839.743	1840.626	0.883	 [e::h],
678	BO026	1839.996	1848.505	8.509	 [cioè le li]ngue straniere apprese da non so i bambini stranieri di francia che co~ contemporaneamente imparano il francese come lingua seconda.
679	BO020	1848.796	1849.456	0.660	 mh mh.
680	BO026	1849.601	1851.465	1.864	 qualche riferimento glielo manderò,
681	BO026	1851.788	1853.255	1.467	 e::h=mh,
682	BO026	1853.320	1857.455	4.135	 e:h e però {P} contemporanemanete la fa anche lei la ricerca no,
683	BO020	1857.746	1858.313	0.567	 okay.
684	BO026	1858.371	1859.790	1.419	 sia della bibliografia,
685	BO026	1859.880	1861.290	1.410	 sia {P} dei modi di,
686	BO026	1862.015	1864.883	2.868	 per impostare diversamente il questionario,
687	BO026	1865.733	1868.998	3.265	 molto: >non ha non ha bisogno di mettere dei titoli<.
688	BO026	1869.201	1871.488	2.287	 nelle parti che lo compo[ngono].
689	BO020	1870.896	1874.000	3.104	 [però rag]gru[pparlo per ambiti di sì].
690	BO026	1871.620	1875.386	3.766	 [però lei deve sapere che è raggruppato p]er ambiti poi magari,
691	BO026	1875.470	1882.802	7.332	 si puo' anche esplicitare con il desti~ con chi riceverà il questionario e si mette non so dati:: info[rmazioni:],
692	BO020	1881.868	1883.034	1.166	 [relativi a]:,
693	BO026	1883.130	1884.255	1.125	 informa[tivi] poi,
694	BO020	1883.445	1883.795	0.350	 [sì].
695	BO026	1884.746	1887.232	2.486	 e:h le competenze il=e:h
696	BO026	1887.795	1889.916	2.121	 periodo di inserimento eccetera.
697	BO026	1889.956	1890.230	0.274	 mh.
698	BO026	1891.141	1892.306	1.165	 e::h=mh,
699	BO026	1893.335	1899.118	5.783	 questa è la fase esplorativa in cui le cose che raccoglie sono un po' vanno un po' in più direzioni.
700	BO026	1899.215	1899.612	0.397	 mh,
701	BO026	1900.898	1906.600	5.702	 cercherei comunque di documentarmi io adesso mi scrivo che le manderò due riferimenti,
702	BO026	1914.911	1916.520	1.609	 su elle esse,
703	BO026	1916.636	1917.979	1.343	 e elle due.
704	BO026	1919.040	1921.633	2.593	 dalla prospettiva della lingua straniera.
705	BO026	1921.816	1922.173	0.357	 mh,
706	BO020	1923.673	1924.083	0.410	 sì.
707	BO026	1929.102	1929.465	0.363	 (cioè,)
708	BO026	1931.285	1934.108	2.823	 trattandosi di scuola secondaria di secondo grado,
709	BO026	1934.776	1944.255	9.479	 se so~ sono sono già scolarizzati anche quelli che vengono inseriti al loro arrivo sono già scolarizza[ti quin]di avranno già anche altre lingue straniere,
710	BO020	1940.785	1941.161	0.376	 [sì].
711	BO026	1944.391	1946.181	1.790	 questo che bisogna {P} capire.
712	BO026	1947.010	1950.408	3.398	 profilo:: lingui[stico degli allievi, eh].
713	BO020	1948.750	1951.193	2.443	 beh sicuramente anche] inglese,
714	BO020	1951.776	1952.724	0.948	 e::h,
715	BO020	1953.570	1957.244	3.674	 <o:: [alcuni anche inglese come]::>,
716	BO026	1954.008	1956.898	2.890	 [guardi faccia così l~ le divid~ divida in tappe].
717	BO020	1958.773	1962.214	3.441	 non so come lingua studiata credo non so i pakistani,
718	BO020	1962.548	1966.293	3.745	 e:h=mh credo che parlino anche l' inglese [per e]sempio.
719	BO026	1965.020	1965.286	0.266	 [sì].
720	BO020	1966.511	1967.704	1.193	 quindi non solo il,
721	BO020	1967.958	1969.887	1.929	 dia[letto che xxx].
722	BO026	1968.195	1973.295	5.100	 [eh i ragazzi gli alunni fili]ppini che sono già scolarizzati sono scolarizzati in inglese.
723	BO020	1973.295	1976.683	3.388	 anche sì [io: ho: dei filippini in terza],
724	BO026	1974.091	1977.530	3.439	 [quindi se studiano l' inglese come lingua strani]era a scuola,
725	BO026	1978.575	1983.295	4.720	 sono già competenti [se stu]diano un' altra lingua straniera per loro diventa,
726	BO020	1979.970	1980.383	0.413	 [mh].
727	BO026	1983.760	1987.285	3.525	 una terza o quarta lingua conosciuta cioè [{P} ca]pire,
