tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
156	BOR006	341.522	346.151	4.629	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	x pensi ci siano dei posti:: cari:ni in cui camminare in questo quartie:re?	x pensi ci siano dei posti:: cari:ni in cui camminare in questo quartie:re?	x pensi ci siano dei posti carini in cui camminare in questo quartiere
157	BOI049	347.615	351.47	3.855	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	7	°oddio:° c'è il pa:rco qui vici:no: e:: m::h	°oddio:° c'è il pa:rco qui vici:no: e:: m::h	oddio c'è il parco qui vicino e mh
158	BOI049	353.075	354.347	1.272	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	poi:::	poi:::	poi
159	BOI049	354.896	355.286	0.39	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	no	no	no
160	BOI049	355.604	356.898	1.294	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	3	posti carini propr(io) ((ride))	posti carini propr(io) {ride}	posti carini proprio {ride}
161	BOR006	358.404	358.963	0.559	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
162	BOI049	359.236	361.774	2.538	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	a parte il parco no::n direi proprio di no	a parte il parco no::n direi proprio di no	a parte il parco non direi proprio di no
163	BOR006	362.357	362.669	0.312	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
164	BOR006	364.955	365.774	0.819	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:: mh	e:: mh	e mh
165	BOR006	366.283	366.681	0.398	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	>quindi<	>quindi<	quindi
166	BOR006	366.759	368.928	2.169	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	più in genera:le sulla:: sulla città	più in genera:le sulla:: sulla città	più in generale sulla sulla città
167	BOR006	369.026	370.454	1.428	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	cioè [sposta]ndoci da::	cioè [sposta]ndoci da::	cioè spostandoci da
168	BOI049	369.279	369.776	0.497	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[mhmh]	[mhmh]	mhmh
169	BOR006	370.648	371.994	1.346	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e rispetto al quartie:re	e rispetto al quartie:re	e rispetto al quartiere
170	BOR006	372.651	375.914	3.263	True	1	0	0	0	0	0	False	False	False	False	False		0	0	0	10	e: trovi che bologna sia cambiata mo:lto negli ultimi  anni?	e: trovi che bologna sia cambiata mo:lto negli ultimi anni?	e trovi che bologna sia cambiata molto negli ultimi anni
171	BOI049	376.714	378.64	1.926	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	sì è cambiata:: mh	sì è cambiata:: mh	sì è cambiata mh
172	BOI049	378.942	381.698	2.756	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	abbasta:nza sì sì, prima era: m:h	abbasta:nza sì sì, prima era: m:h	abbastanza sì sì prima era mh
173	BOI049	382.507	383.941	1.434	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	un po' più:::	un po' più:::	un po' più
174	BOI049	384.316	386.198	1.882	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	provincia:le come città	provincia:le come città	provinciale come città
175	BOI049	386.487	388.8	2.313	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	anche più:: vivibile in un certo:	anche più:: vivibile in un certo:	anche più vivibile in un certo
176	BOI049	389.429	390.76	1.331	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	in un certo se:nso	in un certo se:nso	in un certo senso
177	BOR006	391.096	391.638	0.542	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
178	BOI049	392.541	394.534	1.993	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	ade:sso invece::	ade:sso invece::	adesso invece
179	BOI049	395.106	397.461	2.355	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	c(io)è è au(men)tato molto::	c(io)è è au(men)tato molto::	cioè è aumentato molto
180	BOI049	398.258	401.035	2.777	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	il tra:ffico per ese:mpio:: e:::	il tra:ffico per ese:mpio:: e:::	il traffico per esempio e
181	BOI049	402.441	402.98	0.539	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	(e ecco)	(e ecco)	e ecco
182	BOI049	403.498	407.518	4.02	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	7	quando ero pi:ccolo, parlo degli anni settanta,, otta:nta::	quando ero pi:ccolo, parlo degli anni settanta,, otta:nta::	quando ero piccolo parlo degli anni settanta,, ottanta
183	BOI049	407.728	410.212	2.484	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	5	ce n'era molto me:no, si poteva::	ce n'era molto me:no, si poteva::	ce n'era molto meno si poteva
184	BOI049	411.179	413.87	2.691	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	>per esempio< noi andavam a scuola: m::h	>per esempio< noi andavam a scuola: m::h	per esempio noi andavam a scuola mh
185	BOI049	414.18	415.268	1.088	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	a pie:di mh	a pie:di mh	a piedi mh
186	BOI049	415.421	419.522	4.101	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	m::h da bambi:ni e:: non ci accompagnava nessu:no ecco:: m::h	m::h da bambi:ni e:: non ci accompagnava nessu:no ecco:: m::h	mh da bambini e non ci accompagnava nessuno ecco mh
187	BOI049	420.085	422.145	2.06	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	adesso:: sarebbe impossibile	adesso:: sarebbe impossibile	adesso sarebbe impossibile
188	BOR006	422.584	422.893	0.309	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
189	BOR006	423.369	423.937	0.568	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
190	BOR006	425.037	430.025	4.988	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	15	e: quindi >dici< è diventata un po' meno provinciale però forse un po' meno:: vivibil[e]	e: quindi >dici< è diventata un po' meno provinciale però forse un po' meno:: vivibil[e]	e quindi dici è diventata un po' meno provinciale però forse un po' meno vivibile
191	BOI049	429.945	430.347	0.402	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[sì]	[sì]	sì
192	BOI049	431.36	433.571	2.211	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	come tutte le grandi città insomma m:h	come tutte le grandi città insomma m:h	come tutte le grandi città insomma mh
193	BOR006	434.664	434.971	0.307	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mh	mh	mh
194	BOR006	435.382	439.072	3.69	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	trovi che sia una cosa m:h più positi:va o più negati:va?	trovi che sia una cosa m:h più positi:va o più negati:va?	trovi che sia una cosa mh più positiva o più negativa
195	BOI049	439.864	445.596	5.732	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	°oddio° tutte le cose hanno un lato positivo e::: e uno negativo ecco::[::]	°oddio° tutte le cose hanno un lato positivo e::: e uno negativo ecco::[::]	oddio tutte le cose hanno un lato positivo e e uno negativo ecco
196	BOR006	444.919	445.413	0.494	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[mhmh]	[mhmh]	mhmh
197	BOI049	445.722	446.422	0.7	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	quindi::	quindi::	quindi
198	BOI049	447.876	450.731	2.855	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	4	come: che adesso:: magari c'è::	come: che adesso:: magari c'è::	come che adesso magari c'è::
199	BOI049	451.494	453.723	2.229	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	è migliorata in certe co:se, ma:	è migliorata in certe co:se, ma:	è migliorata in certe cose ma
200	BOI049	454.997	455.6	0.603	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m::h	m::h	mh
201	BOI049	455.672	455.851	0.179	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e	e	e
202	BOI049	456.049	457.033	0.984	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	peggiorata in altro	peggiorata in altro	peggiorata in altro
203	BOR006	457.367	458.023	0.656	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
204	BOR006	459.548	460.108	0.56	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::	e::	e
205	BOR006	460.168	461.481	1.313	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	però sei contento?	però sei contento?	però sei contento
206	BOR006	461.744	462.482	0.738	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	della città?	della città?	della città
207	BOI049	462.962	463.946	0.984	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	sì è m:h	sì è m:h	sì è mh
208	BOI049	464.48	466.306	1.826	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	io:: son sempre::	io:: son sempre::	io son sempre
209	BOI049	466.788	469.689	2.901	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	son nato a bolo:gna sono sempre vissuto::	son nato a bolo:gna sono sempre vissuto::	son nato a bologna sono sempre vissuto
210	BOI049	469.869	471.512	1.643	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	a bolo:gna ecco m:h	a bolo:gna ecco m:h	a bologna ecco mh
211	BOI049	472.235	473.529	1.294	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	mi trovo be:ne °sì sì°	mi trovo be:ne °sì sì°	mi trovo bene sì sì
212	BOI049	473.749	474.438	0.689	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	m:h e	m:h e	mh e
213	BOI049	475.606	477.472	1.866	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	non vorrei andare:::	non vorrei andare:::	non vorrei andare
214	BOI049	477.796	479.511	1.715	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	3	da nessun'altra pa:rte mh	da nessun'altra pa:rte mh	da nessun'altra parte mh
215	BOI049	480.061	481.295	1.234	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	in parti[cola]:re sì	in parti[cola]:re sì	in particolare sì
216	BOR006	480.392	480.686	0.294	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[x]	[x]	x
217	BOR006	483.72	484.391	0.671	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:: mh	e:: mh	e mh
218	BOR006	485.028	485.555	0.527	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(vi)sta	(vi)sta	vista
219	BOR006	486.739	489.5	2.761	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	8	una: (ti) faccio un'altra domanda sul cambiamento della città	una: (ti) faccio un'altra domanda sul cambiamento della città	una ti faccio un'altra domanda sul cambiamento della città
220	BOR006	489.569	493.179	3.61	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	però rispetto:: a quando eri gio:vane quindi no:n negli ultimi a:nni	però rispetto:: a quando eri gio:vane quindi no:n negli ultimi a:nni	però rispetto a quando eri giovane quindi non negli ultimi anni
221	BOI049	493.295	493.605	0.31	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
222	BOR006	493.703	496.354	2.651	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	penso che, forse la risposta è un po' sempre la ste:ssa	penso che, forse la risposta è un po' sempre la ste:ssa	penso che forse la risposta è un po' sempre la stessa
223	BOR006	496.604	498.385	1.781	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	>cioè< che: è diventata un po' più	>cioè< che: è diventata un po' più	cioè che è diventata un po' più
224	BOI049	499.501	499.95	0.449	True	0	0	0	0	0	0	False	False	False	False	True	225=0.007	0	0	0	1	m::h	m::h	mh
225	BOR006	499.943	500.925	0.982	True	0	0	0	0	0	0	False	False	False	False	True	224=0.007	0	0	0	2	meno provinacia:le?	meno provinacia:le?	meno provinaciale
226	BOI049	500.998	502.412	1.414	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	2	s:ì: e:h ((sbuffa))	s:ì: e:h {sbuffa}	sì eh {sbuffa}
227	BOI049	503.816	506.71	2.894	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	sì quello che: che ho detto pri:ma ecco: m:h	sì quello che: che ho detto pri:ma ecco: m:h	sì quello che che ho detto prima ecco mh
228	BOR006	507.787	508.203	0.416	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	mhmh	mhmh	mhmh
229	BOR006	510.071	513.117	3.046	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	(lì) ci sono molti più magari:: stude:nti	(lì) ci sono molti più magari:: stude:nti	lì ci sono molti più magari studenti
230	BOR006	513.451	514.664	1.213	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	che gravitano::	che gravitano::	che gravitano
231	BOR006	515.118	515.61	0.492	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	x [x]	x [x]	x x
232	BOI049	515.404	516.693	1.289	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	[beh] studenti::	[beh] studenti::	beh studenti
233	BOI049	516.947	518.33	1.383	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	1	c'erano anche::	c'erano anche::	c'erano anche
234	BOI049	519.342	523.31	3.968	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	7	c'erano anche::: mh quando ero pi:ccolo però:: m:h	c'erano anche::: mh quando ero pi:ccolo però:: m:h	c'erano anche mh quando ero piccolo però mh
235	BOI049	524.155	528.035	3.88	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	è sempre stata una città:: universita:ria quindi:	è sempre stata una città:: universita:ria quindi:	è sempre stata una città universitaria quindi
236	BOI049	529.207	533.686	4.479	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	13	sì m:h da quel punto di vista: n:: non c'è una grande differe:nza ecco	sì m:h da quel punto di vista: n:: non c'è una grande differe:nza ecco	sì mh da quel punto di vista n non c'è una grande differenza ecco
237	BOR006	534.479	534.99	0.511	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
238	BOR006	536.603	537.14	0.537	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::	e::	e
239	BOR006	538.246	538.757	0.511	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sta~	sta~	sta~
240	BOR006	539.127	540.94	1.813	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	sempre rispetto a tu quando::	sempre rispetto a tu quando::	sempre rispetto a tu quando
241	BOR006	541.119	543.051	1.932	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	quando andavi a scuo:la quando eri più gio:vane,	quando andavi a scuo:la quando eri più gio:vane,	quando andavi a scuola quando eri più giovane
242	BOR006	543.38	544.13	0.75	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	sembra che	sembra che	sembra che
243	BOR006	544.236	545.817	1.581	True	0	0	0	0	0	0	False	False	False	False	False		1	0	0	4	i i giovani (.) che	i i giovani {P} che	i i giovani {P} che
244	BOR006	546.213	547.382	1.169	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	che ve:di adesso	che ve:di adesso	che vedi adesso
245	BOR006	547.637	548.897	1.26	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e::h >in città< vivano	e::h >in città< vivano	eh in città vivano
246	BOR006	549.26	549.835	0.575	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::h	e::h	eh
247	BOR006	550.148	552.503	2.355	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	la città allo stesso modo in cui lo facevi tu?	la città allo stesso modo in cui lo facevi tu?	la città allo stesso modo in cui lo facevi tu
248	BOR006	552.607	553.792	1.185	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	oppure, pensi che:	oppure, pensi che:	oppure pensi che
249	BOR006	554.255	557.472	3.217	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	x ci siano differe:nze: in come si comportano:	x ci siano differe:nze: in come si comportano:	x ci siano differenze in come si comportano
250	BOI049	557.881	560.477	2.596	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	m:h oddio: sicuramente una	m:h oddio: sicuramente una	mh oddio sicuramente una
251	BOI049	560.699	561.177	0.478	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	cioè	cioè	cioè
252	BOI049	562.158	564.589	2.431	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	2	ogni:: generazione:: ((sbuffa))	ogni:: generazione:: {sbuffa}	ogni generazione {sbuffa}
253	BOI049	565.107	567.848	2.741	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	e:h si compo:rta: in maniera::	e:h si compo:rta: in maniera::	eh si comporta in maniera
254	BOI049	568.055	570.382	2.327	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	dive:rsa da quella precede:nte no e:	dive:rsa da quella precede:nte no e:	diversa da quella precedente no e
255	BOI049	571.536	573.242	1.706	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	i suoi modi::	i suoi modi::	i suoi modi
256	BOI049	574.121	577.697	3.576	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	m:h di fa:re di:: di comporta:rsi m:h	m:h di fa:re di:: di comporta:rsi m:h	mh di fare di di comportarsi mh
257	BOI049	579.233	580.116	0.883	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::hm	e::hm	ehm
258	BOI049	580.516	581.806	1.29	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	però alla fine m::h	però alla fine m::h	però alla fine mh
259	BOI049	582.306	587.257	4.951	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	grandissime differenze n:: non cre:do che ce ne si:ano	grandissime differenze n:: non cre:do che ce ne si:ano	grandissime differenze n non credo che ce ne siano
260	BOI049	588.691	589.43	0.739	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m::h	m::h	mh
261	BOR006	590.873	591.469	0.596	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(okay)	(okay)	okay
262	BOR006	592.098	593.303	1.205	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	e:h mi dice~	e:h mi dice~	eh mi dice~
263	BOR006	594.548	595.372	0.824	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	ci sono le	ci sono le	ci sono le
264	BOR006	595.488	597.955	2.467	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	l~ solite differe:nze generaziona:li	l~ solite differe:nze generaziona:li	l~ solite differenze generazionali
265	BOR006	598.161	599.342	1.181	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	[(sì)] magari e	[(sì)] magari e	sì magari e
266	BOI049	598.162	598.662	0.5	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[sì]	[sì]	sì
267	BOR006	599.776	602.07	2.294	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	interagiscono di più con la tecnologi:a::	interagiscono di più con la tecnologi:a::	interagiscono di più con la tecnologia
268	BOI049	602.124	603.057	0.933	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	ah beh quello sì	ah beh quello sì	ah beh quello sì
269	BOR006	603.057	603.8	0.743	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	1	sì ((ride))	sì {ride}	sì {ride}
270	BOI049	604.261	608.166	3.905	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	8	quando ero gio:vane non: non c'erano i cellula:ri non:	quando ero gio:vane non: non c'erano i cellula:ri non:	quando ero giovane non non c'erano i cellulari non
271	BOI049	608.578	610.927	2.349	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	quindi e: da quel punto di vista::	quindi e: da quel punto di vista::	quindi e da quel punto di vista
272	BOI049	611.59	612.877	1.287	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	è cambiato tutto °sì sì°	è cambiato tutto °sì sì°	è cambiato tutto sì sì
273	BOR006	613.284	613.853	0.569	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	m:h	m:h	mh
274	BOR006	614.308	615.023	0.715	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	°immagino°	°immagino°	immagino
275	BOR006	616.14	616.394	0.254	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[x]	[x]	x
276	BOI049	616.14	617.132	0.992	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[noi]:::	[noi]:::	noi
277	BOI049	617.815	621.112	3.297	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	4	c'erano ancora:: le cabine telefo:niche:::	c'erano ancora:: le cabine telefo:niche:::	c'erano ancora le cabine telefoniche
278	BOI049	621.827	622.5	0.673	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	°e:::°	°e:::°	e
279	BOR006	622.5	622.91	0.41	True	0	0	0	0	0	0	False	False	False	False	False		0	1	0	0	((ride))	{ride}	{ride}
280	BOR006	624.067	628.212	4.145	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	15	che ogni tanto:: ne vedo qualc~ c(io)è ci sono ancora un po' di cabi[ne telefo:niche]	che ogni tanto:: ne vedo qualc~ c(io)è ci sono ancora un po' di cabi[ne telefo:niche]	che ogni tanto ne vedo qualc~ cioè ci sono ancora un po' di cabine telefoniche
281	BOI049	627.191	628.981	1.79	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	[a:h ancora ce ne s]o:no sì	[a:h ancora ce ne s]o:no sì	ah ancora ce ne sono sì
282	BOR006	630.201	631.079	0.878	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	che è qua vicino	che è qua vicino	che è qua vicino
283	BOI049	632.0	632.868	0.868	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	però m:h	però m:h	però mh
284	BOI049	633.57	635.826	2.256	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	6	non c'eran proprio i cellula:ri quindi non::	non c'eran proprio i cellula:ri quindi non::	non c'eran proprio i cellulari quindi non
285	BOI049	636.422	638.189	1.767	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	non si era reperi:bili::	non si era reperi:bili::	non si era reperibili
286	BOI049	638.98	641.273	2.293	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	quando uno usciva di ca:sa ecco	quando uno usciva di ca:sa ecco	quando uno usciva di casa ecco
287	BOR006	641.937	642.624	0.687	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	mh sì	mh sì	mh sì
288	BOR006	644.017	647.337	3.32	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	(qu)indi: sì è cambiata questa cosa della:: della reperibilità	(qu)indi: sì è cambiata questa cosa della:: della reperibilità	quindi sì è cambiata questa cosa della della reperibilità
289	BOR006	647.46	648.17	0.71	True	0	0	0	0	0	0	False	False	False	False	True	290=0.012	0	0	0	2	in generale	in generale	in generale
290	BOI049	648.158	648.465	0.307	True	0	0	0	0	0	0	False	False	False	False	True	289=0.012	0	0	0	1	sì	sì	sì
291	BOR006	650.754	651.341	0.587	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	okay	okay	okay
292	BOR006	651.895	652.413	0.518	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	allora:	allora:	allora
293	BOR006	652.588	655.349	2.761	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	passiamo a delle domande un po' più su::	passiamo a delle domande un po' più su::	passiamo a delle domande un po' più su
294	BOR006	655.633	656.832	1.199	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	luoghi di interesse	luoghi di interesse	luoghi di interesse
295	BOR006	656.966	659.056	2.09	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	monumenti storici della città?	monumenti storici della città?	monumenti storici della città
296	BOR006	659.923	661.439	1.516	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e io inizierei dai::	e io inizierei dai::	e io inizierei dai
297	BOR006	661.657	664.526	2.869	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	dai po:rtici, dal farti qualche domande sui po:rtici	dai po:rtici, dal farti qualche domande sui po:rtici	dai portici dal farti qualche domande sui portici
298	BOI049	664.715	665.068	0.353	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
299	BOR006	665.312	668.839	3.527	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	ad esempio, se ti viene in mente qualche:: aneddoto	ad esempio, se ti viene in mente qualche:: aneddoto	ad esempio se ti viene in mente qualche aneddoto
300	BOR006	669.61	671.144	1.534	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	che è lega:to a::	che è lega:to a::	che è legato a
301	BOR006	671.438	671.902	0.464	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	>non lo so<	>non lo so<	non lo so
302	BOR006	672.908	678.779	5.871	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	18	il e: qualcosa di particolare che hai vi:sto camminando sotto i po:rtici, o un luogo che ti rico:rdi	il e: qualcosa di particolare che hai vi:sto camminando sotto i po:rtici, o un luogo che ti rico:rdi	il e qualcosa di particolare che hai visto camminando sotto i portici o un luogo che ti ricordi
303	BOI049	678.974	680.432	1.458	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	allora e::h m:h	allora e::h m:h	allora eh mh
304	BOI049	680.758	685.274	4.516	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	8	portico:: m::h di san lu:ca una volta:: c'è stato::	portico:: m::h di san lu:ca una volta:: c'è stato::	portico mh di san luca una volta c'è stato
305	BOI049	685.967	688.424	2.457	True	0	0	0	0	0	0	False	False	False	False	False		0	0	1	6	il giro d'ita:lia che è passa[to::] m:h	il giro d'ita:lia che è passa[to::] m:h	il giro d'ita:lia che è passato mh
306	BOR006	687.576	688.039	0.463	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	[mh]	[mh]	mh
307	BOI049	688.597	689.794	1.197	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	da queste pa:rti	da queste pa:rti	da queste parti
308	BOI049	689.965	691.444	1.479	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	è arrivato proprio::	è arrivato proprio::	è arrivato proprio
309	BOI049	691.563	692.66	1.097	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	in cima a san lu:ca	in cima a san lu:ca	in cima a san luca
310	BOR006	692.776	693.206	0.43	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	(bello)	(bello)	bello
311	BOI049	694.113	694.456	0.343	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	sì	sì	sì
312	BOI049	695.402	697.83	2.428	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	è:: stata una cosa:: bella °sì°	è:: stata una cosa:: bella °sì°	è stata una cosa bella sì
313	BOR006	698.201	699.117	0.916	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	m:h imma:gino	m:h imma:gino	mh immagino
314	BOR006	700.441	702.518	2.077	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e:: a propo:sito, infa:tti	e:: a propo:sito, infa:tti	e a proposito infatti
