tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
145	BO093	912.724	917.027	4.303	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	vengono considerati comunemente delle proteine cattive.	vengono considerati comunemente delle proteine cattive.	vengono considerati comunemente delle proteine cattive
146	BO093	918.751	925.098	6.347	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	perché c' è proprio un' aterazione a carico del emtabolismo delle proteine.	perché c' è proprio un' aterazione a carico del emtabolismo delle proteine.	perché c' è proprio un' aterazione a carico del emtabolismo delle proteine
147	BO093	925.683	929.246	3.563	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	in particolar modo c' è un' alterazione,	in particolar modo c' è un' alterazione,	in particolar modo c' è un' alterazione
148	BO093	930.125	935.15	5.025	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	in tutti i casi del pathway di degradazionedi queste proteine.	in tutti i casi del pathway di degradazionedi queste proteine.	in tutti i casi del pathway di degradazionedi queste proteine
149	BO093	935.566	941.61	6.044	True	1	0	0	0	0	0	False	False	False	False	False		0	0	0	11	quindi del sistema propitina proteasoma  del sistema lisosomiale o di entrambi.	quindi del sistema propitina proteasoma del sistema lisosomiale o di entrambi.	quindi del sistema propitina proteasoma del sistema lisosomiale o di entrambi
150	BO093	942.519	948.673	6.154	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	ehper cui m:h diciamo c' è un legame molto stretto	ehper cui m:h diciamo c' è un legame molto stretto	ehper cui mh diciamo c' è un legame molto stretto
151	BO093	949.625	952.27	2.645	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	tra l' accumulo di questi aggregati	tra l' accumulo di questi aggregati	tra l' accumulo di questi aggregati
152	BO093	952.917	956.975	4.058	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e l' alterzione dei sistemi di degradazione.	e l' alterzione dei sistemi di degradazione.	e l' alterzione dei sistemi di degradazione
153	BO093	958.103	963.221	5.118	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	poi come sempre se dobbiamo stabilire qual è l' uovo qual è la gallina,	poi come sempre se dobbiamo stabilire qual è l' uovo qual è la gallina,	poi come sempre se dobbiamo stabilire qual è l' uovo qual è la gallina
154	BO093	964.362	966.83	2.468	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	abbiamo dei problemi perché	abbiamo dei problemi perché	abbiamo dei problemi perché
155	BO093	967.284	969.988	2.704	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	e::h non è chiaro se	e::h non è chiaro se	eh non è chiaro se
156	BO093	970.58	971.85	1.27	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	l' aggregato	l' aggregato	l' aggregato
157	BO093	972.446	975.146	2.7	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	la presenza di un aggregatodetermini	la presenza di un aggregatodetermini	la presenza di un aggregatodetermini
158	BO093	975.841	976.378	0.537	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	la	la	la
159	BO093	976.956	981.092	4.136	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e::h l' alterazione del pathway di degradazione	e::h l' alterazione del pathway di degradazione	eh l' alterazione del pathway di degradazione
160	BO093	981.659	987.129	5.47	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	oppure s el' aggregato si forma perché il pathway di degradazione non funziona.	oppure s el' aggregato si forma perché il pathway di degradazione non funziona.	oppure s el' aggregato si forma perché il pathway di degradazione non funziona
161	BO093	989.108	993.512	4.404	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	tra l' altro non possiamo escludere che i processi vadano in parallelo.	tra l' altro non possiamo escludere che i processi vadano in parallelo.	tra l' altro non possiamo escludere che i processi vadano in parallelo
162	BO093	994.969	996.785	1.816	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	e s' influenzino a vicenda.	e s' influenzino a vicenda.	e s' influenzino a vicenda
163	BO093	998.278	1002.801	4.523	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	per cui abbiamo anche questo aspetto da tenere in considerazione.	per cui abbiamo anche questo aspetto da tenere in considerazione.	per cui abbiamo anche questo aspetto da tenere in considerazione
164	BO093	1003.42	1011.642	8.222	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	l' altro aspetto importante riguardo agli aggregati è che per molto tempo l' aggregato veniva considerato	l' altro aspetto importante riguardo agli aggregati è che per molto tempo l' aggregato veniva considerato	l' altro aspetto importante riguardo agli aggregati è che per molto tempo l' aggregato veniva considerato
165	BO093	1012.334	1015.14	2.806	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	un diciamo qualcosa di negativo.	un diciamo qualcosa di negativo.	un diciamo qualcosa di negativo
166	BO093	1015.432	1016.509	1.077	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	nella cellula.	nella cellula.	nella cellula
167	BO093	1017.272	1026.522	9.25	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	17	per cui e::h sono stati eh sperimentati e anche oggi ancora si stanno sperimentando moltissimi approcci cosiddetti	per cui e::h sono stati eh sperimentati e anche oggi ancora si stanno sperimentando moltissimi approcci cosiddetti	per cui eh sono stati eh sperimentati e anche oggi ancora si stanno sperimentando moltissimi approcci cosiddetti
168	BO093	1026.924	1029.388	2.464	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	con dei farmaci antiaggreganti.	con dei farmaci antiaggreganti.	con dei farmaci antiaggreganti
169	BO093	1030.001	1035.213	5.212	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	cioè dei f~ delle molecole che cerchino di bloccare l' aggregazione,	cioè dei f~ delle molecole che cerchino di bloccare l' aggregazione,	cioè dei f~ delle molecole che cerchino di bloccare l' aggregazione
170	BO093	1035.864	1038.986	3.122	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	di queste proteine a dare queste inclusioni.	di queste proteine a dare queste inclusioni.	di queste proteine a dare queste inclusioni
171	BO093	1040.006	1040.998	0.992	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	in realtà	in realtà	in realtà
172	BO093	1041.966	1042.595	0.629	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e:::h	e:::h	eh
173	BO093	1043.118	1049.003	5.885	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	nessuno di questi di queste molecole ha superato i trial clinici ed è entrato in commercio.	nessuno di questi di queste molecole ha superato i trial clinici ed è entrato in commercio.	nessuno di questi di queste molecole ha superato i trial clinici ed è entrato in commercio
174	BO093	1049.646	1051.673	2.027	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	perché eh in realtà	perché eh in realtà	perché eh in realtà
175	BO093	1052.206	1057.911	5.705	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	e::h si sta sempre di più rivalutando il concetto di aggregato	e::h si sta sempre di più rivalutando il concetto di aggregato	eh si sta sempre di più rivalutando il concetto di aggregato
176	BO093	1058.477	1067.671	9.194	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	21	e si: si è visto che per le diverse proteine coinvolte nelle proteinopatie che vedremo una per una nelle diverse malattie	e si: si è visto che per le diverse proteine coinvolte nelle proteinopatie che vedremo una per una nelle diverse malattie	e si si è visto che per le diverse proteine coinvolte nelle proteinopatie che vedremo una per una nelle diverse malattie
177	BO093	1068.454	1072.688	4.234	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	ehm la forma tossica non è l' aggregato	ehm la forma tossica non è l' aggregato	ehm la forma tossica non è l' aggregato
178	BO093	1073.306	1077.935	4.629	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	ma sono le fibrille oligomeriche che si formano prima	ma sono le fibrille oligomeriche che si formano prima	ma sono le fibrille oligomeriche che si formano prima
179	BO093	1078.643	1085.187	6.544	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	e anzi molti ricercatori pensano che creare l' aggregato sia un sistema	e anzi molti ricercatori pensano che creare l' aggregato sia un sistema	e anzi molti ricercatori pensano che creare l' aggregato sia un sistema
180	BO093	1085.73	1091.076	5.346	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	che il tessuto nervoso utilizza per eliminare queste fibrille tossiche	che il tessuto nervoso utilizza per eliminare queste fibrille tossiche	che il tessuto nervoso utilizza per eliminare queste fibrille tossiche
181	BO093	1091.659	1095.866	4.207	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	perché dentro l' aggregato alla fine sono molto meno pericolose.	perché dentro l' aggregato alla fine sono molto meno pericolose.	perché dentro l' aggregato alla fine sono molto meno pericolose
182	BO093	1096.686	1097.444	0.758	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	tra l' altro	tra l' altro	tra l' altro
183	BO093	1097.988	1107.455	9.467	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	15	l' aggregato stimola la microglia quando è funzionante alla fagocitosi mentre la fibrilla libera no	l' aggregato stimola la microglia quando è funzionante alla fagocitosi mentre la fibrilla libera no	l' aggregato stimola la microglia quando è funzionante alla fagocitosi mentre la fibrilla libera no
184	BO093	1108.185	1108.688	0.503	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	quindi	quindi	quindi
185	BO093	1109.193	1111.481	2.288	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	sembrerebbe un sistema	sembrerebbe un sistema	sembrerebbe un sistema
186	BO093	1111.842	1114.983	3.141	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	non patogeno ma anzi di protezione	non patogeno ma anzi di protezione	non patogeno ma anzi di protezione
187	BO093	1115.45	1120.156	4.706	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	e si sta proprio rivalutando il concetto di aggregato proteico.	e si sta proprio rivalutando il concetto di aggregato proteico.	e si sta proprio rivalutando il concetto di aggregato proteico
188	BO093	1121.598	1128.77	7.172	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	eh e questo spiegherebbe perché gli approcci terapeutici con gli antiaggreganti non hanno funzionato.	eh e questo spiegherebbe perché gli approcci terapeutici con gli antiaggreganti non hanno funzionato.	eh e questo spiegherebbe perché gli approcci terapeutici con gli antiaggreganti non hanno funzionato
189	BO093	1130.608	1140.385	9.777	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	l' altro aspetto che sottolinea questo possibile ruolo di diciamo protezione dell' aggregato rispetto alle fibrille,	l' altro aspetto che sottolinea questo possibile ruolo di diciamo protezione dell' aggregato rispetto alle fibrille,	l' altro aspetto che sottolinea questo possibile ruolo di diciamo protezione dell' aggregato rispetto alle fibrille
190	BO093	1141.202	1145.083	3.881	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	è il concetto che e::hm	è il concetto che e::hm	è il concetto che ehm
191	BO093	1145.833	1153.558	7.725	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	15	anche negli studi post mortem di m:h pazienti anziani sani quindi non affetti da patologia	anche negli studi post mortem di m:h pazienti anziani sani quindi non affetti da patologia	anche negli studi post mortem di mh pazienti anziani sani quindi non affetti da patologia
192	BO093	1154.094	1156.117	2.023	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	spesso sono presenti aggregati.	spesso sono presenti aggregati.	spesso sono presenti aggregati
193	BO093	1157.522	1158.145	0.623	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	quindi	quindi	quindi
194	BO093	1158.768	1162.009	3.241	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	evidentemente l' aggregato può non essere	evidentemente l' aggregato può non essere	evidentemente l' aggregato può non essere
195	BO093	1162.663	1163.621	0.958	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e:h un	e:h un	eh un
196	BO093	1164.754	1165.933	1.179	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	diciamo e:h	diciamo e:h	diciamo eh
197	BO093	1166.565	1169.958	3.393	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	un es~ una un qualcosa di negativo	un es~ una un qualcosa di negativo	un es~ una un qualcosa di negativo
198	BO093	1170.219	1174.512	4.293	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	per il sistema nervoso ma potrebbe essere proprio una forma di protezione.	per il sistema nervoso ma potrebbe essere proprio una forma di protezione.	per il sistema nervoso ma potrebbe essere proprio una forma di protezione
199	BO093	1175.093	1180.567	5.474	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	perché anche i pazienti sani spesso in età avanzata presentano aggregati proteici.	perché anche i pazienti sani spesso in età avanzata presentano aggregati proteici.	perché anche i pazienti sani spesso in età avanzata presentano aggregati proteici
200	BO093	1183.825	1184.401	0.576	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e::hm	e::hm	ehm
201	BO093	1185.559	1188.912	3.353	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	qual è la differenza in questi aggregati	qual è la differenza in questi aggregati	qual è la differenza in questi aggregati
202	BO093	1189.343	1194.787	5.444	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	tra le diverse proteinopatie tra le diverse malattie neurodegenerative.	tra le diverse proteinopatie tra le diverse malattie neurodegenerative.	tra le diverse proteinopatie tra le diverse malattie neurodegenerative
203	BO093	1195.526	1198.619	3.093	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	fondamentalmente nelle diverse patologie	fondamentalmente nelle diverse patologie	fondamentalmente nelle diverse patologie
204	BO093	1198.924	1204.564	5.64	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	almeno inizialmente si accumulano proteine diverse.	almeno inizialmente si accumulano proteine diverse.	almeno inizialmente si accumulano proteine diverse
205	BO093	1205.262	1209.424	4.162	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	abbiamo e::h ad esempio la betamiloide,	abbiamo e::h ad esempio la betamiloide,	abbiamo eh ad esempio la betamiloide
206	BO093	1210.036	1214.567	4.531	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	che forma dei depositi di amiloide	che forma dei depositi di amiloide	che forma dei depositi di amiloide
207	BO093	1214.864	1220.507	5.643	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	oppure le i grovigli neurofibrillari di proteina tau iperfosforilata,	oppure le i grovigli neurofibrillari di proteina tau iperfosforilata,	oppure le i grovigli neurofibrillari di proteina tau iperfosforilata
208	BO093	1221.028	1222.512	1.484	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	che sono presenti,	che sono presenti,	che sono presenti
209	BO093	1223.278	1227.016	3.738	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	sicuramente nei pazienti con alzheimer,	sicuramente nei pazienti con alzheimer,	sicuramente nei pazienti con alzheimer
210	BO093	1227.36	1228.39	1.03	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	ma non solo.	ma non solo.	ma non solo
211	BO093	1229.041	1234.058	5.017	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	e::hm sono presenti anche nelle demenze da corpi di levi,	e::hm sono presenti anche nelle demenze da corpi di levi,	ehm sono presenti anche nelle demenze da corpi di levi
212	BO093	1234.512	1237.858	3.346	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	e nelle e::h demenze frontotemporali.	e nelle e::h demenze frontotemporali.	e nelle eh demenze frontotemporali
213	BO093	1239.525	1243.677	4.152	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	per questo tutte queste forme di demenza nonostante	per questo tutte queste forme di demenza nonostante	per questo tutte queste forme di demenza nonostante
214	BO093	1244.003	1251.538	7.535	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	l' eziogenesi sia diversa vengono incluse in un termine che è quello di anglonliopatie.	l' eziogenesi sia diversa vengono incluse in un termine che è quello di anglonliopatie.	l' eziogenesi sia diversa vengono incluse in un termine che è quello di anglonliopatie
215	BO093	1252.211	1257.111	4.9	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	perché sono tutte patologie in cui ci sono aggregati di betamiloide.	perché sono tutte patologie in cui ci sono aggregati di betamiloide.	perché sono tutte patologie in cui ci sono aggregati di betamiloide
216	BO093	1258.091	1270.921	12.83	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	25	come ci sono le amiloidopatie possiamo diciamo possiamo osservare anche delle cosiddette sinnuncleinopatie che sono tutte quelle patologie in cui ci sono aggregati di alfasinucleina.	come ci sono le amiloidopatie possiamo diciamo possiamo osservare anche delle cosiddette sinnuncleinopatie che sono tutte quelle patologie in cui ci sono aggregati di alfasinucleina.	come ci sono le amiloidopatie possiamo diciamo possiamo osservare anche delle cosiddette sinnuncleinopatie che sono tutte quelle patologie in cui ci sono aggregati di alfasinucleina
217	BO093	1271.589	1274.336	2.747	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	3	principalmente il parkinson,	principalmente il parkinson,	principalmente il parkinson
218	BO093	1274.941	1277.662	2.721	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	ma anche e::h la e::hm	ma anche e::h la e::hm	ma anche eh la ehm
219	BO093	1278.418	1283.532	5.114	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	ad esempio nelle demenze da corpi di levi ci sono aggregati	ad esempio nelle demenze da corpi di levi ci sono aggregati	ad esempio nelle demenze da corpi di levi ci sono aggregati
220	BO093	1283.7	1285.592	1.892	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	di alfasinucleina,	di alfasinucleina,	di alfasinucleina
221	BO093	1286.061	1290.902	4.841	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	che sono stati anche osservati in pazienti con alzheimer.	che sono stati anche osservati in pazienti con alzheimer.	che sono stati anche osservati in pazienti con alzheimer
222	BO093	1292.732	1304.516	11.784	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	21	mentre ovviamente nelle malattie da coliglutammina come l' huntington abbiamo degli aggregati di poliglutammina però queste sono un po' mh particolari,	mentre ovviamente nelle malattie da coliglutammina come l' huntington abbiamo degli aggregati di poliglutammina però queste sono un po' mh particolari,	mentre ovviamente nelle malattie da coliglutammina come l' huntington abbiamo degli aggregati di poliglutammina però queste sono un po' mh particolari
223	BO093	1305.183	1315.96	10.777	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	24	poi abbiamo tutta una serie di patologie con aggregati di ti di pi quarantatrè soprattutto nella sla e in alcune forme di demenze frontotemporali.	poi abbiamo tutta una serie di patologie con aggregati di ti di pi quarantatrè soprattutto nella sla e in alcune forme di demenze frontotemporali.	poi abbiamo tutta una serie di patologie con aggregati di ti di pi quarantatrè soprattutto nella sla e in alcune forme di demenze frontotemporali
224	BO093	1316.765	1317.507	0.742	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	ora	ora	ora
225	BO093	1318.901	1320.867	1.966	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	questa è una visione classica	questa è una visione classica	questa è una visione classica
226	BO093	1321.542	1326.726	5.184	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	un po' avanzata ma classica delle malattie neurodegenerative come proteinopatie.	un po' avanzata ma classica delle malattie neurodegenerative come proteinopatie.	un po' avanzata ma classica delle malattie neurodegenerative come proteinopatie
227	BO093	1327.199	1330.345	3.146	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	il punto è che sempre più spesso si trovano	il punto è che sempre più spesso si trovano	il punto è che sempre più spesso si trovano
228	BO093	1330.82	1334.69	3.87	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	aggregati che possono contenere le diverse proteine.	aggregati che possono contenere le diverse proteine.	aggregati che possono contenere le diverse proteine
229	BO093	1335.133	1340.831	5.698	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	15	e i confini >come vedete< tra una patologia e l' altra diventano sempre più sfumati.	e i confini >come vedete< tra una patologia e l' altra diventano sempre più sfumati.	e i confini come vedete tra una patologia e l' altra diventano sempre più sfumati
230	BO093	1341.548	1343.712	2.164	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	e per la sintomatologia,	e per la sintomatologia,	e per la sintomatologia
231	BO093	1344.268	1349.34	5.072	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	e per i meccanismi molecolari, e per le proteine che formano aggregati nelle stesse.	e per i meccanismi molecolari, e per le proteine che formano aggregati nelle stesse.	e per i meccanismi molecolari e per le proteine che formano aggregati nelle stesse
232	BO093	1349.623	1352.763	3.14	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	e anche questo ovviamente è un indizio,	e anche questo ovviamente è un indizio,	e anche questo ovviamente è un indizio
233	BO093	1353.309	1360.475	7.166	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	che sembra supportare l' idea di meccanismi comuni alle diverse forme neuropatologiche.	che sembra supportare l' idea di meccanismi comuni alle diverse forme neuropatologiche.	che sembra supportare l' idea di meccanismi comuni alle diverse forme neuropatologiche
234	BO093	1361.817	1366.0	4.183	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	14	l' altro m:h diciamo non ho la slide per questo ma l' altro aspetto	l' altro m:h diciamo non ho la slide per questo ma l' altro aspetto	l' altro mh diciamo non ho la slide per questo ma l' altro aspetto
235	BO093	1366.72	1372.485	5.765	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	e::h invece che diffe~ il vero aspetto che differenzia le patologie,	e::h invece che diffe~ il vero aspetto che differenzia le patologie,	eh invece che diffe~ il vero aspetto che differenzia le patologie
236	BO093	1373.15	1377.156	4.006	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	è il tipo di neurone che inizia a degenerare.	è il tipo di neurone che inizia a degenerare.	è il tipo di neurone che inizia a degenerare
237	BO093	1377.932	1384.769	6.837	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	13	nelle fasi iniziali delle patologie iniziano a differenziare neuroni diversi e li vedremo.	nelle fasi iniziali delle patologie iniziano a differenziare neuroni diversi e li vedremo.	nelle fasi iniziali delle patologie iniziano a differenziare neuroni diversi e li vedremo
238	BO093	1385.52	1386.69	1.17	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e::h forse	e::h forse	eh forse
239	BO093	1386.975	1394.268	7.293	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	16	l' ipotesi è che diversi tipi neuronali siano suscettibili siano maggiormente suscettibili a un certo tipo,	l' ipotesi è che diversi tipi neuronali siano suscettibili siano maggiormente suscettibili a un certo tipo,	l' ipotesi è che diversi tipi neuronali siano suscettibili siano maggiormente suscettibili a un certo tipo
240	BO093	1394.708	1397.753	3.045	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	6	di proteina che porta la proteinopatia,	di proteina che porta la proteinopatia,	di proteina che porta la proteinopatia
241	BO093	1398.445	1408.321	9.876	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	22	e::h però poi con l' avanzare della patologia ad un certo punto iniziano a degenerare a:nche altri tipi neuronali nelle diverse patologie,	e::h però poi con l' avanzare della patologia ad un certo punto iniziano a degenerare a:nche altri tipi neuronali nelle diverse patologie,	eh però poi con l' avanzare della patologia ad un certo punto iniziano a degenerare anche altri tipi neuronali nelle diverse patologie
242	BO093	1408.798	1415.828	7.03	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	22	e i confini tra una e l' altra e dal punto di vista della neurodegenerazione, e dal punto di vista dei meccanismi,	e i confini tra una e l' altra e dal punto di vista della neurodegenerazione, e dal punto di vista dei meccanismi,	e i confini tra una e l' altra e dal punto di vista della neurodegenerazione e dal punto di vista dei meccanismi
243	BO093	1416.338	1421.501	5.163	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	e anche della sintomatologia ovviamente diventano sempre più sfumati.	e anche della sintomatologia ovviamente diventano sempre più sfumati.	e anche della sintomatologia ovviamente diventano sempre più sfumati
244	BO093	1422.91	1423.465	0.555	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	allora,	allora,	allora
245	BO093	1424.169	1429.668	5.499	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	dicevamo e::h del legame tra aggregati proteici,	dicevamo e::h del legame tra aggregati proteici,	dicevamo eh del legame tra aggregati proteici
246	BO093	1430.421	1430.932	0.511	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	e	e	e
247	BO093	1431.4	1434.168	2.768	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	e::hm neurodegenerazione	e::hm neurodegenerazione	ehm neurodegenerazione
248	BO093	1435.185	1441.681	6.496	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	8	legando questo alla alterazione della degradazione delle proteine.	legando questo alla alterazione della degradazione delle proteine.	legando questo alla alterazione della degradazione delle proteine
249	BO093	1442.107	1449.937	7.83	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	20	ora come vi ho detto il concetto più attuale è che questi aggregati che si formano e che si osservano,	ora come vi ho detto il concetto più attuale è che questi aggregati che si formano e che si osservano,	ora come vi ho detto il concetto più attuale è che questi aggregati che si formano e che si osservano
250	BO093	1450.332	1455.333	5.001	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	9	in realtà siano un sistema almeno inizialmente di protezione.	in realtà siano un sistema almeno inizialmente di protezione.	in realtà siano un sistema almeno inizialmente di protezione
251	BO093	1455.608	1456.164	0.556	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	1	perché?	perché?	perché
252	BO093	1456.963	1464.032	7.069	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	12	perché fondamentlmente una caratteristica comune di tutte queste proteine che formano aggregati,	perché fondamentlmente una caratteristica comune di tutte queste proteine che formano aggregati,	perché fondamentlmente una caratteristica comune di tutte queste proteine che formano aggregati
253	BO093	1464.567	1465.66	1.093	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	4	è il fatto che	è il fatto che	è il fatto che
254	BO093	1466.476	1474.197	7.721	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	10	cambiano la loro conformazione assumono una conformazione a foglietto beta,	cambiano la loro conformazione assumono una conformazione a foglietto beta,	cambiano la loro conformazione assumono una conformazione a foglietto beta
255	BO093	1475.217	1478.037	2.82	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	questa conformazione a foglietto beta,	questa conformazione a foglietto beta,	questa conformazione a foglietto beta
256	BO093	1478.965	1481.124	2.159	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	5	tende a dare due effetti	tende a dare due effetti	tende a dare due effetti
257	BO093	1481.42	1485.444	4.024	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	7	da una parte rende queste proteine appiccicose,	da una parte rende queste proteine appiccicose,	da una parte rende queste proteine appiccicose
258	BO093	1486.077	1490.8	4.723	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	11	e quindi si ehlegano fra di loro e formano gli aggregati	e quindi si ehlegano fra di loro e formano gli aggregati	e quindi si ehlegano fra di loro e formano gli aggregati
259	BO093	1491.361	1492.236	0.875	True	0	0	0	0	0	0	False	False	False	False	False		0	0	0	2	dall' altra,	dall' altra,	dall' altra
