id,upos,form,context,Clitic,Definite,Degree,Gender,Mood,NumType,Number,Person,Poss,PronType,Tense,VerbForm
100:1,CCONJ,cioè,cioè io pure tipo,,,,,,,,,,,,
100:2,PRON,io,cioè io pure tipo x,,,,,,,Sing,1,,Prs,,
100:3,ADV,pure,cioè io pure tipo x avevo,,,,,,,,,,,,
100:4,NOUN,tipo,cioè io pure tipo x avevo visto,,,,Masc,,,Sing,,,,,
100:5,X,x,io pure tipo x avevo visto una,,,,,,,,,,,,
100:6,AUX,avevo,pure tipo x avevo visto una casa,,,,,Ind,,Sing,1,,,Imp,Fin
100:7,VERB,visto,tipo x avevo visto una casa quando,,,,,Ind,,Sing,1,,,Pres,Fin
100:8,DET,una,x avevo visto una casa quando cercavo,,Ind,,Fem,,,Sing,,,Art,,
100:9,NOUN,casa,avevo visto una casa quando cercavo casa,,,,Fem,,,Sing,,,,,
100:10,SCONJ,quando,visto una casa quando cercavo casa l',,,,,,,,,,,,
100:11,VERB,cercavo,una casa quando cercavo casa l' anno,,,,,Ind,,Sing,1,,,Pres,Fin
100:12,NOUN,casa,casa quando cercavo casa l' anno scorso,,,,Fem,,,Sing,,,,,
100:13,DET,l',quando cercavo casa l' anno scorso e,,Def,,,,,Sing,,,Art,,
100:14,NOUN,anno,cercavo casa l' anno scorso e e,,,,Masc,,,Sing,,,,,
100:15,ADJ,scorso,casa l' anno scorso e e fuori,,,,Masc,,,Sing,,,,,
100:16,CCONJ,e,l' anno scorso e e fuori più,,,,,,,,,,,,
100:17,CCONJ,e,anno scorso e e fuori più o,,,,,,,,,,,,
100:18,ADV,fuori,scorso e e fuori più o meno,,,,,,,,,,,,
100:19,ADV,più,e e fuori più o meno son,,,,,,,,,,,,
100:20,CCONJ,o,e fuori più o meno son tutti,,,,,,,,,,,,
100:21,ADV,meno,fuori più o meno son tutti uguali,,,,,,,,,,,,
100:22,VERB,son,più o meno son tutti uguali gli,,,,,Ind,,Plur,3,,,Pres,Fin
100:23,PRON,tutti,o meno son tutti uguali gli edifici,,,,Masc,,,Plur,,,Ind,,
100:24,ADJ,uguali,meno son tutti uguali gli edifici,,,,,,,Plur,,,,,
100:25,DET,gli,son tutti uguali gli edifici,,Def,,Masc,,,Plur,,,Art,,
100:26,NOUN,edifici,tutti uguali gli edifici,,,,Masc,,,Plur,,,,,
101:1,INTJ,sì,sì,,,,,,,,,,,,
102:1,ADP,da,da fuori dici in,,,,,,,,,,,,
102:2,ADV,fuori,da fuori dici in quella,,,,,,,,,,,,
102:3,VERB,dici,da fuori dici in quella via,,,,,Ind,,Sing,2,,,Pres,Fin
102:4,ADP,in,da fuori dici in quella via x,,,,,,,,,,,,
102:5,DET,quella,fuori dici in quella via x in,,,,Fem,,,Sing,,,Dem,,
102:6,NOUN,via,dici in quella via x in quella,,,,Fem,,,Sing,,,,,
102:7,X,x,in quella via x in quella via,,,,,,,,,,,,
102:8,ADP,in,quella via x in quella via sì,,,,,,,,,,,,
102:9,DET,quella,via x in quella via sì,,,,Fem,,,Sing,,,Dem,,
102:10,NOUN,via,x in quella via sì,,,,Fem,,,Sing,,,,,
102:11,INTJ,sì,in quella via sì,,,,,,,,,,,,
103:1,INTJ,sì,sì in quella zona,,,,,,,,,,,,
103:2,ADP,in,sì in quella zona sì,,,,,,,,,,,,
103:3,DET,quella,sì in quella zona sì,,,,Fem,,,Sing,,,Dem,,
103:4,NOUN,zona,sì in quella zona sì,,,,Fem,,,Sing,,,,,
103:5,INTJ,sì,in quella zona sì,,,,,,,,,,,,
104:1,CCONJ,ma,ma anche perché in,,,,,,,,,,,,
104:2,ADV,anche,ma anche perché in via,,,,,,,,,,,,
104:3,ADV,perché,ma anche perché in via @nomeluogo,,,,,,,,,,,,
104:4,ADP,in,ma anche perché in via @nomeluogo cioè,,,,,,,,,,,,
104:5,NOUN,via,anche perché in via @nomeluogo cioè via,,,,Fem,,,Sing,,,,,
104:6,PROPN,@nomeluogo,perché in via @nomeluogo cioè via @nomeluogo,,,,Masc,,,Sing,,,,,
104:7,CCONJ,cioè,in via @nomeluogo cioè via @nomeluogo è,,,,,,,,,,,,
104:8,ADV,via,via @nomeluogo cioè via @nomeluogo è una,,,,,,,,,,,,
104:9,PROPN,@nomeluogo,@nomeluogo cioè via @nomeluogo è una è,,,,Masc,,,Sing,,,,,
104:10,VERB,è,cioè via @nomeluogo è una è una,,,,,Ind,,Sing,3,,,Pres,Fin
104:11,DET,una,via @nomeluogo è una è una via,,,,Fem,,,Sing,,,Ind,,
104:12,VERB,è,@nomeluogo è una è una via che,,,,,Ind,,Sing,3,,,Pres,Fin
104:13,DET,una,è una è una via che è,,Ind,,Fem,,,Sing,,,Art,,
104:14,NOUN,via,una è una via che è stata,,,,Fem,,,Sing,,,,,
104:15,SCONJ,che,è una via che è stata costruita,,,,,,,,,,Rel,,
104:16,AUX,è,una via che è stata costruita in,,,,,Ind,,Sing,3,,,Pres,Fin
104:17,AUX,stata,via che è stata costruita in quegli,,,,Fem,,,Sing,,,,Past,Part
104:18,VERB,costruita,che è stata costruita in quegli anni,,,,Fem,,,Sing,,,,Past,Part
104:19,ADP,in,è stata costruita in quegli anni secondo,,,,,,,,,,,,
104:20,DET,quegli,stata costruita in quegli anni secondo me,,,,,,,Sing,3,,Prs,,
104:21,NOUN,anni,costruita in quegli anni secondo me cioè,,,,Masc,,,Plur,,,,,
104:22,ADP,secondo,in quegli anni secondo me cioè le,,,,,,,,,,,,
104:23,PRON,me,quegli anni secondo me cioè le vie,,,,,,,Sing,1,,Prs,,
104:24,ADV,cioè,anni secondo me cioè le vie storiche,,,,,,,,,,,,
104:25,DET,le,secondo me cioè le vie storiche sono,,Def,,Fem,,,Plur,,,Art,,
104:26,NOUN,vie,me cioè le vie storiche sono da,,,,Fem,,,Plur,,,,,
104:27,ADJ,storiche,cioè le vie storiche sono da i,,,,Fem,,,Plur,,,,,
104:28,VERB,sono,le vie storiche sono da i zamboni,,,,,Ind,,Plur,3,,,Pres,Fin
104:29,ADP,da,vie storiche sono da i zamboni castiglione,,,,,,,,,,,,
104:30,DET,i,storiche sono da i zamboni castiglione san,,Def,,Masc,,,Plur,,,Art,,
104:31,PROPN,zamboni,sono da i zamboni castiglione san vitale,,,,Masc,,,Plur,,,,,
104:32,PROPN,castiglione,da i zamboni castiglione san vitale,,,,Fem,,,Sing,,,,,
104:33,PROPN,san,i zamboni castiglione san vitale,,,,,,,,,,,,
104:34,PROPN,vitale,zamboni castiglione san vitale,,,,,,,,,,,,
105:1,ADV,insomma,insomma cioè quello è,,,,,,,,,,,,
105:2,CCONJ,cioè,insomma cioè quello è il,,,,,,,,,,,,
105:3,PRON,quello,insomma cioè quello è il centro,,,,Masc,,,Sing,,,Dem,,
105:4,VERB,è,insomma cioè quello è il centro piazza,,,,,Ind,,Sing,3,,,Pres,Fin
105:5,DET,il,cioè quello è il centro piazza maggiore,,Def,,Masc,,,Sing,,,Art,,
105:6,NOUN,centro,quello è il centro piazza maggiore,,,,Masc,,,Sing,,,,,
105:7,NOUN,piazza,è il centro piazza maggiore,,,,Fem,,,Sing,,,,,
105:8,PROPN,maggiore,il centro piazza maggiore,,,,,,,Sing,,,,,
106:1,ADV,così,così,,,,,,,,,,,,
107:1,INTJ,sì,sì tutto quello che,,,,,,,,,,,,
107:2,PRON,tutto,sì tutto quello che sta,,,,,,,,,,Ind,,
107:3,PRON,quello,sì tutto quello che sta fuori,,,,Masc,,,Sing,,,Dem,,
107:4,SCONJ,che,sì tutto quello che sta fuori diciamo,,,,,,,,,,Rel,,
107:5,VERB,sta,tutto quello che sta fuori diciamo da,,,,,Ind,,Sing,3,,,Pres,Fin
107:6,ADV,fuori,quello che sta fuori diciamo da cioè,,,,,,,,,,,,
107:7,VERB,diciamo,che sta fuori diciamo da cioè fuori,,,,,Imp,,Plur,1,,,Pres,Fin
107:8,ADP,da,sta fuori diciamo da cioè fuori proprio,,,,,,,,,,,,
107:9,CCONJ,cioè,fuori diciamo da cioè fuori proprio no,,,,,,,,,,,,Inf
107:10,ADV,fuori,diciamo da cioè fuori proprio no,,,,,,,,,,,,
107:11,ADV,proprio,da cioè fuori proprio no,,,,,,,,,,,,
107:12,INTJ,no,cioè fuori proprio no,,,,,,,,,,,,
108:1,ADV,via,via irnerio zona irnerio,,,,,,,,,,,,
108:2,PROPN,irnerio,via irnerio zona irnerio così,,,,Masc,,,Sing,,,,,
108:3,NOUN,zona,via irnerio zona irnerio così sono,,,,Fem,,,Sing,,,,,
108:4,PROPN,irnerio,via irnerio zona irnerio così sono più,,,,Masc,,,Sing,,,,,
108:5,ADV,così,irnerio zona irnerio così sono più,,,,,,,,,,,,
108:6,VERB,sono,zona irnerio così sono più,,,,,Ind,,Plur,3,,,Pres,Fin
108:7,ADV,più,irnerio così sono più,,,,,,,,,,,,
109:1,INTJ,sì,sì anni cinquanta credo,,,,,,,,,,,,
109:2,NOUN,anni,sì anni cinquanta credo non,,,,Masc,,,Plur,,,,,
109:3,NUM,cinquanta,sì anni cinquanta credo non lo,,,,,,,,,,Rel,,
109:4,VERB,credo,sì anni cinquanta credo non lo so,,,,,Ind,,Sing,1,,,Pres,Fin
109:5,ADV,non,anni cinquanta credo non lo so,,,,,,,,,,Neg,,
109:6,PRON,lo,cinquanta credo non lo so,,,,Masc,,,Sing,3,,Prs,,
109:7,VERB,so,credo non lo so,,,,,Ind,,Sing,1,,,Pres,Fin
110:1,INTJ,sì,sì {P} penso di,,,,,,,,,,,,
110:2,X,{P},sì {P} penso di sì,,,,,,,,,,,,
110:3,VERB,penso,sì {P} penso di sì,,,,,Ind,,Sing,1,,,Pres,Fin
110:4,ADP,di,sì {P} penso di sì,,,,,,,,,,,,
110:5,INTJ,sì,{P} penso di sì,,,,,,,,,,,,
111:1,ADV,poi,poi ehm,,,,,,,,,,,,
111:2,INTJ,ehm,poi ehm,,,,Masc,,,,,,,,
112:1,CCONJ,e,e quindi hai vissuto,,,,,,,,,,,,
112:2,CCONJ,quindi,e quindi hai vissuto sempre,,,,,,,,,,,,
112:3,AUX,hai,e quindi hai vissuto sempre con,,,,,Ind,,Sing,2,,,Pres,Fin
112:4,VERB,vissuto,e quindi hai vissuto sempre con tutte,,,,Masc,,,Sing,,,,Past,Part
112:5,ADV,sempre,quindi hai vissuto sempre con tutte ragazze,,,,,,,,,,,,
112:6,ADP,con,hai vissuto sempre con tutte ragazze,,,,,,,,,,,,
112:7,DET,tutte,vissuto sempre con tutte ragazze,,,,,,,,,,Ind,,
112:8,NOUN,ragazze,sempre con tutte ragazze,,,,Fem,,,Plur,,,,,
113:1,INTJ,sì,sì in la prima,,,,,,,,,,,,
113:2,ADP,in,sì in la prima casa,,,,,,,,,,,,
113:3,DET,la,sì in la prima casa si,,Def,,Fem,,,Sing,,,Art,,
113:4,NUM,prima,sì in la prima casa si eravam,,,,Fem,,Ord,Sing,,,,,
113:5,NOUN,casa,in la prima casa si eravam solo,,,,Fem,,,Sing,,,,,
113:6,INTJ,si,la prima casa si eravam solo ragazze,,,,,,,,3,,Prs,,
113:7,VERB,eravam,prima casa si eravam solo ragazze e,,,,,Imp,,Sing,2,,,Pres,Fin
113:8,ADV,solo,casa si eravam solo ragazze e in,,,,,,,,,,,,
113:9,NOUN,ragazze,si eravam solo ragazze e in questa,,,,Fem,,,Plur,,,,,
113:10,CCONJ,e,eravam solo ragazze e in questa invece,,,,,,,,,,,,
113:11,ADP,in,solo ragazze e in questa invece c',,,,,,,,,,,,
113:12,PRON,questa,ragazze e in questa invece c' è,,,,Fem,,,Sing,,,Dem,,
113:13,NOUN,invece,e in questa invece c' è stato,,,,Fem,,,Plur,,,,,
113:14,PRON,c',in questa invece c' è stato un,,,,,,,Plur,1,,Prs,,
113:15,AUX,è,questa invece c' è stato un periodo,,,,,Ind,,Sing,3,,,Pres,Fin
113:16,VERB,stato,invece c' è stato un periodo in,,,,Masc,,,Sing,,,,Past,Part
113:17,DET,un,c' è stato un periodo in cui,,Ind,,Masc,,,Sing,,,Art,,
113:18,NOUN,periodo,è stato un periodo in cui hanno,,,,Masc,,,Sing,,,,,
113:19,ADP,in,stato un periodo in cui hanno abitato,,,,,,,,,,,,
113:20,PRON,cui,un periodo in cui hanno abitato anche,,,,,,,,,,Rel,,
113:21,AUX,hanno,periodo in cui hanno abitato anche degli,,,,,Ind,,Plur,3,,,Pres,Fin
113:22,VERB,abitato,in cui hanno abitato anche degli uomini,,,,Masc,,,Sing,,,,Past,Part
113:23,ADV,anche,cui hanno abitato anche degli uomini,,,,,,,,,,,,
113:24,DET,degli,hanno abitato anche degli uomini,,,,,,,,,,,,
113:25,NOUN,uomini,abitato anche degli uomini,,,,Masc,,,Plur,,,,,
114:1,INTJ,ehm,ehm,,,,,,,,,,,,
115:1,ADV,anche,anche perché cioè cioè,,,,,,,,,,,,
115:2,SCONJ,perché,anche perché cioè cioè son,,,,,,,,,,,,
115:3,CCONJ,cioè,anche perché cioè cioè son tutte,,,,,,,,,,,,
115:4,CCONJ,cioè,anche perché cioè cioè son tutte singole,,,,,,,,,,,,
115:5,VERB,son,perché cioè cioè son tutte singole,,,,,Ind,,Plur,3,,,Pres,Fin
115:6,PRON,tutte,cioè cioè son tutte singole,,,,Fem,,,Plur,,,Ind,,
115:7,ADJ,singole,cioè son tutte singole,,,,Fem,,,Plur,,,,,
116:1,CCONJ,quindi,quindi è più facile,,,,,,,,,,,,
116:2,VERB,è,quindi è più facile sì,,,,,Ind,,Sing,3,,,Pres,Fin
116:3,ADV,più,quindi è più facile sì eh,,,,,,,,,,,,
116:4,ADJ,facile,quindi è più facile sì eh che,,,,,,,Sing,,,,,
116:5,INTJ,sì,è più facile sì eh che ci,,,,,,,,,,,,
116:6,INTJ,eh,più facile sì eh che ci siano,,,,,,,,,,,,
116:7,SCONJ,che,facile sì eh che ci siano anche,,,,,,,,,,,,
116:8,PRON,ci,sì eh che ci siano anche degli,,,,,,,Plur,1,,Prs,,
116:9,VERB,siano,eh che ci siano anche degli uomini,,,,,Ind,,Plur,3,,,Pres,Fin
116:10,ADV,anche,che ci siano anche degli uomini,,,,,,,,,,,,
116:11,DET,degli,ci siano anche degli uomini,,,,,,,,,,,,
116:12,NOUN,uomini,siano anche degli uomini,,,,Masc,,,Plur,,,,,
117:1,CCONJ,mentre,mentre in l' altra,,,,,,,,,,,,
117:2,ADP,in,mentre in l' altra comunque,,,,,,,,,,,,
117:3,DET,l',mentre in l' altra comunque essendo,,Def,,,,,Sing,,,Art,,
117:4,PRON,altra,mentre in l' altra comunque essendo in,,,,,,,,,,,,
117:5,CCONJ,comunque,in l' altra comunque essendo in due,,,,,,,,,,,,
117:6,VERB,essendo,l' altra comunque essendo in due doppie,,,,,,,,,,,,Ger
117:7,ADP,in,altra comunque essendo in due doppie e,,,,,,,,,,,,
117:8,DET,due,comunque essendo in due doppie e eravamo,,,,,,Card,,,,,,
117:9,NOUN,doppie,essendo in due doppie e eravamo più,,,,Fem,,,Plur,,,,,
117:10,CCONJ,e,in due doppie e eravamo più contente,,,,,,,,,,,,
117:11,VERB,eravamo,due doppie e eravamo più contente di,,,,,Ind,,Plur,1,,,Imp,Fin
117:12,ADV,più,doppie e eravamo più contente di dormire,,,,,,,,,,,,
117:13,ADJ,contente,e eravamo più contente di dormire tra,,,,,,,Sing,,,,,
117:14,ADP,di,eravamo più contente di dormire tra donne,,,,,,,,,,,,
117:15,VERB,dormire,più contente di dormire tra donne che,,,,,,,,,,,,Inf
117:16,ADP,tra,contente di dormire tra donne che avere,,,,,,,,,,,,
117:17,NOUN,donne,di dormire tra donne che avere un,,,,Fem,,,Plur,,,,,
117:18,SCONJ,che,dormire tra donne che avere un uomo,,,,,,,,,,,,
117:19,VERB,avere,tra donne che avere un uomo in,,,,,,,,,,,,Inf
117:20,DET,un,donne che avere un uomo in casa,,Ind,,Masc,,,Sing,,,Art,,
117:21,NOUN,uomo,che avere un uomo in casa,,,,Masc,,,Sing,,,,,
117:22,ADP,in,avere un uomo in casa,,,,,,,,,,,,
117:23,NOUN,casa,un uomo in casa,,,,Fem,,,Sing,,,,,
118:1,ADV,anche,anche perché magari cioè,,,,,,,,,,,,
118:2,SCONJ,perché,anche perché magari cioè in,,,,,,,,,,,,
118:3,ADV,magari,anche perché magari cioè in il,,,,,,,,,,,,
118:4,CCONJ,cioè,anche perché magari cioè in il senso,,,,,,,,,,,,
118:5,ADP,in,perché magari cioè in il senso si,,,,,,,,,,,,
118:6,DET,il,magari cioè in il senso si possono,,Def,,Masc,,,Sing,,,Art,,
118:7,NOUN,senso,cioè in il senso si possono creare,,,,Masc,,,Sing,,,,,
118:8,PRON,si,in il senso si possono creare anche,,,,,,,,3,,Prs,,
118:9,AUX,possono,il senso si possono creare anche diversi,,,,,Ind,,Plur,3,,,Pres,Fin
118:10,VERB,creare,senso si possono creare anche diversi imbarazzi,,,,,,,,,,,,Inf
118:11,ADV,anche,si possono creare anche diversi imbarazzi,,,,,,,,,,,,
118:12,DET,diversi,possono creare anche diversi imbarazzi,,,,,,,,,,Ind,,
118:13,NOUN,imbarazzi,creare anche diversi imbarazzi,,,,Masc,,,Plur,,,,,
119:1,INTJ,sì,sì e e rispetto,,,,,,,,,,,,
119:2,CCONJ,e,sì e e rispetto a,,,,,,,,,,,,
119:3,CCONJ,e,sì e e rispetto a l',,,,,,,,,,,,
119:4,ADV,rispetto,sì e e rispetto a l' altra,,,,,,,,,,,,
119:5,ADP,a,e e rispetto a l' altra casa,,,,,,,,,,,,
119:6,DET,l',e rispetto a l' altra casa,,Def,,,,,Sing,,,Art,,
119:7,DET,altra,rispetto a l' altra casa,,,,,,,,,,,,
119:8,NOUN,casa,a l' altra casa,,,,Fem,,,Sing,,,,,
120:1,CCONJ,cioè,cioè quali sono le,,,,,,,,,,,,
120:2,PRON,quali,cioè quali sono le differenze,,,,,,,,,,Int,,
120:3,AUX,sono,cioè quali sono le differenze tra,,,,,Ind,,Plur,3,,,Pres,Fin
120:4,DET,le,cioè quali sono le differenze tra questa,,Def,,Fem,,,Plur,,,Art,,
120:5,NOUN,differenze,quali sono le differenze tra questa casa,,,,Fem,,,Plur,,,,,
120:6,ADP,tra,sono le differenze tra questa casa qui,,,,,,,,,,,,
120:7,DET,questa,le differenze tra questa casa qui e,,,,Fem,,,Sing,,,Dem,,
120:8,NOUN,casa,differenze tra questa casa qui e l',,,,Fem,,,Sing,,,,,
120:9,ADV,qui,tra questa casa qui e l' altra,,,,,,,,,,,,
120:10,CCONJ,e,questa casa qui e l' altra casa,,,,,,,,,,,,
120:11,DET,l',casa qui e l' altra casa e,,Def,,,,,Sing,,,Art,,
120:12,DET,altra,qui e l' altra casa e x,,,,,,,,,,,,
120:13,NOUN,casa,e l' altra casa e x sia,,,,Fem,,,Sing,,,,,
120:14,CCONJ,e,l' altra casa e x sia internamente,,,,,,,,,,,,
120:15,X,x,altra casa e x sia internamente che,,,,,,,,,,,,
120:16,SCONJ,sia,casa e x sia internamente che come,,,,,Sub,,Sing,3,,,Pres,Fin
120:17,ADV,internamente,e x sia internamente che come zona,,,,,,,,,,,,
120:18,SCONJ,che,x sia internamente che come zona,,,,,,,,,,,,
120:19,ADP,come,sia internamente che come zona,,,,,,,,,,,,
120:20,NOUN,zona,internamente che come zona,,,,Fem,,,Sing,,,,,
121:1,ADV,allora,allora e come zona,,,,,,,,,,,,
121:2,INTJ,e,allora e come zona ho,,,,,,,,,,,,
121:3,ADP,come,allora e come zona ho sempre,,,,,,,,,,,,
121:4,NOUN,zona,allora e come zona ho sempre amato,,,,,,,,,,,,
121:5,AUX,ho,e come zona ho sempre amato il,,,,,Ind,,Sing,1,,,Pres,Fin
121:6,ADV,sempre,come zona ho sempre amato il centro,,,,,,,,,,,,
121:7,VERB,amato,zona ho sempre amato il centro di,,,,Masc,,,Sing,,,,Past,Part
121:8,DET,il,ho sempre amato il centro di bologna,,Def,,Masc,,,Sing,,,Art,,
121:9,NOUN,centro,sempre amato il centro di bologna,,,,Masc,,,Sing,,,,,
121:10,ADP,di,amato il centro di bologna,,,,,,,,,,,,
121:11,PROPN,bologna,il centro di bologna,,,,Fem,,,Sing,,,,,
122:1,CCONJ,quindi,quindi fosse per me,,,,,,,,,,,,
122:2,VERB,fosse,quindi fosse per me in,,,,,Sub,,Sing,3,,,Imp,Fin
122:3,ADP,per,quindi fosse per me in questo,,,,,,,,,,,,
122:4,PRON,me,quindi fosse per me in questo momento,,,,,,,Sing,1,,Prs,,
122:5,ADP,in,fosse per me in questo momento mi,,,,,,,,,,,,
122:6,DET,questo,per me in questo momento mi ritrasferirei,,,,Masc,,,Sing,,,Dem,,
122:7,NOUN,momento,me in questo momento mi ritrasferirei in,,,,Masc,,,Sing,,,,,
122:8,PRON,mi,in questo momento mi ritrasferirei in centro,,,,,,,Sing,1,,Prs,,
122:9,VERB,ritrasferirei,questo momento mi ritrasferirei in centro,,,,,Cnd,,Sing,1,,,Pres,Fin
122:10,ADP,in,momento mi ritrasferirei in centro,,,,,,,,,,,,
122:11,NOUN,centro,mi ritrasferirei in centro,,,,Masc,,,Sing,,,,,
123:1,SCONJ,perché,perché questa casa comunque,,,,,,,,,,,,
123:2,DET,questa,perché questa casa comunque essendo,,,,Fem,,,Sing,,,Dem,,
123:3,NOUN,casa,perché questa casa comunque essendo zona,,,,Fem,,,Sing,,,,,
123:4,CCONJ,comunque,perché questa casa comunque essendo zona @nomeluogo,,,,,,,,,,,,
123:5,VERB,essendo,questa casa comunque essendo zona @nomeluogo e,,,,,,,,,,,,Ger
123:6,NOUN,zona,casa comunque essendo zona @nomeluogo e per,,,,,Imp,,Sing,2,,,Pres,Fin
123:7,PROPN,@nomeluogo,comunque essendo zona @nomeluogo e per andare,,,,Masc,,,Sing,,,,,
123:8,CCONJ,e,essendo zona @nomeluogo e per andare in,,,,,,,,,,,,
123:9,ADP,per,zona @nomeluogo e per andare in centro,,,,,,,,,,,,
123:10,VERB,andare,@nomeluogo e per andare in centro ti,,,,,,,,,,,,Inf
123:11,ADP,in,e per andare in centro ti muovi,,,,,,,,,,,,
123:12,NOUN,centro,per andare in centro ti muovi generalmen,,,,Masc,,,Sing,,,,,
123:13,PRON,ti,andare in centro ti muovi generalmen,,,,,,,Sing,2,,Prs,,
123:14,VERB,muovi,in centro ti muovi generalmen,,,,,Imp,,Sing,3,,,Pres,Fin
123:15,X,generalmen,centro ti muovi generalmen,,,,,,,,,,,,
124:1,CCONJ,cioè,cioè ti devi muovere,,,,,,,,,,,,
124:2,PRON,ti,cioè ti devi muovere comunque,,,,,,,Sing,2,,Prs,,
124:3,AUX,devi,cioè ti devi muovere comunque o,,,,,Ind,,Sing,2,,,Pres,Fin
124:4,VERB,muovere,cioè ti devi muovere comunque o con,,,,,,,,,,,,Inf
124:5,ADV,comunque,ti devi muovere comunque o con dei,,,,,,,,,,,,
124:6,CCONJ,o,devi muovere comunque o con dei mezzi,,,,,,,,,,,,
124:7,ADP,con,muovere comunque o con dei mezzi o,,,,,,,,,,,,
124:8,DET,dei,comunque o con dei mezzi o a,,,,,,,,,,,,
124:9,NOUN,mezzi,o con dei mezzi o a piedi,,,,Masc,,,Plur,,,,,
124:10,CCONJ,o,con dei mezzi o a piedi o,,,,,,,,,,,,
124:11,ADP,a,dei mezzi o a piedi o in,,,,,,,,,,,,
124:12,NOUN,piedi,mezzi o a piedi o in bicicletta,,,,Masc,,,Plur,,,,,
124:13,CCONJ,o,o a piedi o in bicicletta,,,,,,,,,,,,
124:14,ADP,in,a piedi o in bicicletta,,,,,,,,,,,,
124:15,NOUN,bicicletta,piedi o in bicicletta,,,,Fem,,,Sing,,,,,
125:1,CCONJ,ma,ma comunque i tempi,,,,,,,,,,,,
125:2,CCONJ,comunque,ma comunque i tempi sono,,,,,,,,,,,,
125:3,DET,i,ma comunque i tempi sono sempre,,Def,,Masc,,,Plur,,,Art,,
125:4,NOUN,tempi,ma comunque i tempi sono sempre più,,,,Masc,,,Plur,,,,,
125:5,VERB,sono,comunque i tempi sono sempre più prolungati,,,,,Ind,,Plur,3,,,Pres,Fin
125:6,ADV,sempre,i tempi sono sempre più prolungati,,,,,,,,,,,,
125:7,ADV,più,tempi sono sempre più prolungati,,,,,,,,,,,,
125:8,ADJ,prolungati,sono sempre più prolungati,,,,Masc,,,Plur,,,,,
126:1,CCONJ,e,e quindi capita spesso,,,,,,,,,,,,
126:2,CCONJ,quindi,e quindi capita spesso che,,,,,,,,,,,,
126:3,VERB,capita,e quindi capita spesso che se,,,,,Ind,,Sing,3,,,Pres,Fin
126:4,ADV,spesso,e quindi capita spesso che se sei,,,,,,,,,,,,
126:5,SCONJ,che,quindi capita spesso che se sei mh,,,,,,,,,,,,
126:6,SCONJ,se,capita spesso che se sei mh indaffarato,,,,,,,,,,,,
126:7,VERB,sei,spesso che se sei mh indaffarato o,,,,,Ind,,Sing,2,,,Pres,Fin
126:8,INTJ,mh,che se sei mh indaffarato o non,,,,,,,,,,,,
126:9,ADJ,indaffarato,se sei mh indaffarato o non hai,,,,Masc,,,Sing,,,,,
126:10,CCONJ,o,sei mh indaffarato o non hai tempo,,,,,,,,,,,,
126:11,ADV,non,mh indaffarato o non hai tempo di,,,,,,,,,,Neg,,
126:12,VERB,hai,indaffarato o non hai tempo di di,,,,,Ind,,Sing,2,,,Pres,Fin
126:13,NOUN,tempo,o non hai tempo di di andare,,,,Masc,,,Sing,,,,,
126:14,ADP,di,non hai tempo di di andare in,,,,,,,,,,,,
126:15,ADP,di,hai tempo di di andare in centro,,,,,,,,,,,,
126:16,VERB,andare,tempo di di andare in centro non,,,,,,,,,,,,Inf
126:17,ADP,in,di di andare in centro non hai,,,,,,,,,,,,
126:18,NOUN,centro,di andare in centro non hai un,,,,Masc,,,Sing,,,,,
126:19,ADV,non,andare in centro non hai un pomeriggio,,,,,,,,,,Neg,,
126:20,VERB,hai,in centro non hai un pomeriggio libero,,,,,Ind,,Sing,2,,,Pres,Fin
126:21,DET,un,centro non hai un pomeriggio libero non,,Ind,,Masc,,,Sing,,,Art,,
126:22,NOUN,pomeriggio,non hai un pomeriggio libero non ci,,,,Masc,,,Sing,,,,,
126:23,ADJ,libero,hai un pomeriggio libero non ci passi,,,,Masc,,,Sing,,,,,
126:24,ADV,non,un pomeriggio libero non ci passi mai,,,,,,,,,,Neg,,
126:25,PRON,ci,pomeriggio libero non ci passi mai,,,,,,,Plur,1,,Prs,,
126:26,VERB,passi,libero non ci passi mai,,,,,Sub,,Sing,3,,,Pres,Fin
126:27,ADV,mai,non ci passi mai,,,,,,,,,,,,
127:1,SCONJ,mentre,mentre prima comunque studiando,,,,,,,,,,,,
127:2,ADV,prima,mentre prima comunque studiando ingegneria,,,,,,,,,,,,
127:3,ADV,comunque,mentre prima comunque studiando ingegneria io,,,,,,,,,,,,
127:4,VERB,studiando,mentre prima comunque studiando ingegneria io ogni,,,,,,,,,,,,Ger
127:5,NOUN,ingegneria,prima comunque studiando ingegneria io ogni volta,,,,,,,,,Yes,Prs,,
127:6,PRON,io,comunque studiando ingegneria io ogni volta che,,,,,,,Sing,1,,Prs,,
127:7,DET,ogni,studiando ingegneria io ogni volta che tornavo,,,,,,,,,,Ind,,
127:8,NOUN,volta,ingegneria io ogni volta che tornavo a,,,,Fem,,,Sing,,,,,
127:9,SCONJ,che,io ogni volta che tornavo a casa,,,,,,,,,,Rel,,
127:10,VERB,tornavo,ogni volta che tornavo a casa mi,,,,,Ind,,Sing,1,,,Imp,Fin
127:11,ADP,a,volta che tornavo a casa mi mi,,,,,,,,,,,,
127:12,NOUN,casa,che tornavo a casa mi mi cioè,,,,Fem,,,Sing,,,,,
127:13,PRON,mi,tornavo a casa mi mi cioè passavo,,,,,,,Sing,1,,Prs,,
