id,upos,form,context,Clitic,Definite,Degree,Gender,Mood,NumType,Number,Person,Poss,PronType,Tense,VerbForm
103:13,X,x,sentito sì sì x {ride} dobbiamo tirare,,,,,,,,,,,,
103:14,X,{ride},sì sì x {ride} dobbiamo tirare fuori,,,,,,,,,,,,
103:15,AUX,dobbiamo,sì x {ride} dobbiamo tirare fuori la,,,,,Ind,,Plur,1,,,Pres,Fin
103:16,VERB,tirare,x {ride} dobbiamo tirare fuori la storia,,,,,,,,,,,,Inf
103:17,ADV,fuori,{ride} dobbiamo tirare fuori la storia di,,,,,,,,,,,,
103:18,DET,la,dobbiamo tirare fuori la storia di vincenzo,,Def,,Fem,,,Sing,,,Art,,
103:19,NOUN,storia,tirare fuori la storia di vincenzo meglio,,,,Fem,,,Sing,,,,,
103:20,ADP,di,fuori la storia di vincenzo meglio di,,,,,,,,,,,,
103:21,PROPN,vincenzo,la storia di vincenzo meglio di no,,,,Masc,,,Sing,,,,,
103:22,ADV,meglio,storia di vincenzo meglio di no {ride},,,,,,,,,,,,
103:23,ADP,di,di vincenzo meglio di no {ride} {ride},,,,,,,,,,,,
103:24,INTJ,no,vincenzo meglio di no {ride} {ride},,,,,,,,,,,,
103:25,X,{ride},meglio di no {ride} {ride},,,,,,,,,,,,
103:26,X,{ride},di no {ride} {ride},,,,,,,,,,,,
104:1,CCONJ,ma,ma oggi quando glie,,,,,,,,,,,,
104:2,ADV,oggi,ma oggi quando glie l',,,,,,,,,,,,
104:3,SCONJ,quando,ma oggi quando glie l' ho,,,,,,,,,,,,
104:4,PRON,glie,ma oggi quando glie l' ho detto,Yes,,,Masc,,,Sing,3,,Prs,,
104:5,PRON,l',oggi quando glie l' ho detto gli,Yes,,,Masc,,,Sing,3,,Prs,,
104:6,AUX,ho,quando glie l' ho detto gli ho,,,,,Ind,,Sing,1,,,Pres,Fin
104:7,VERB,detto,glie l' ho detto gli ho detto,,,,Masc,,,Sing,,,,Past,Part
104:8,PRON,gli,l' ho detto gli ho detto eli,Yes,,,Masc,,,Sing,3,,Prs,,
104:9,AUX,ho,ho detto gli ho detto eli ti,,,,,Ind,,Sing,1,,,Pres,Fin
104:10,VERB,detto,detto gli ho detto eli ti devo,,,,Masc,,,Sing,,,,Past,Part
104:11,PROPN,eli,gli ho detto eli ti devo dire,,,,,,,,,,,,
104:12,PRON,ti,ho detto eli ti devo dire una,Yes,,,,,,Sing,2,,Prs,,
104:13,AUX,devo,detto eli ti devo dire una cosa,,,,,Ind,,Sing,1,,,Pres,Fin
104:14,VERB,dire,eli ti devo dire una cosa però,,,,,,,,,,,,Inf
104:15,DET,una,ti devo dire una cosa però devi,,Ind,,Fem,,,Sing,,,Art,,
104:16,PRON,cosa,devo dire una cosa però devi metter,,,,Fem,,,Sing,,,,,
104:17,ADV,però,dire una cosa però devi metter ti,,,,,,,,,,,,
104:18,AUX,devi,una cosa però devi metter ti a,,,,,Ind,,Sing,2,,,Pres,Fin
104:19,VERB,metter,cosa però devi metter ti a sedere,,,,,,,,,,,,Inf
104:20,PRON,ti,però devi metter ti a sedere prima,Yes,,,,,,Sing,2,,Prs,,
104:21,ADP,a,devi metter ti a sedere prima che,,,,,,,,,,,,
104:22,VERB,sedere,metter ti a sedere prima che te,,,,,,,,,,,,Inf
104:23,ADV,prima,ti a sedere prima che te la,,,,,,,,,,,,
104:24,SCONJ,che,a sedere prima che te la dico,,,,,,,,,,,,
104:25,PRON,te,sedere prima che te la dico {ride},Yes,,,,,,Sing,2,,Prs,,
104:26,PRON,la,prima che te la dico {ride},Yes,,,Fem,,,Sing,3,,Prs,,
104:27,VERB,dico,che te la dico {ride},,,,,Ind,,Sing,1,,,Pres,Fin
104:28,X,{ride},te la dico {ride},,,,,,,,,,,,
105:1,ADV,allora,allora s' è messa,,,,,,,,,,,,
105:2,PRON,s',allora s' è messa da,Yes,,,,,,,3,,Prs,,
105:3,AUX,è,allora s' è messa da seduta,,,,,Ind,,Sing,3,,,Pres,Fin
105:4,VERB,messa,allora s' è messa da seduta su,,,,Fem,,,Sing,,,,Past,Part
105:5,ADP,da,s' è messa da seduta su il,,,,,,,,,,,,
105:6,VERB,seduta,è messa da seduta su il eh,,,,Fem,,,Sing,,,,Past,Part
105:7,ADP,su,messa da seduta su il eh mh,,,,,,,,,,,,
105:8,DET,il,da seduta su il eh mh su,,Def,,Masc,,,Sing,,,Art,,
105:9,INTJ,eh,seduta su il eh mh su la,,,,,,,,,,,,
105:10,INTJ,mh,su il eh mh su la sedia,,,,,,,,,,,,
105:11,ADP,su,il eh mh su la sedia quella,,,,,,,,,,,,
105:12,DET,la,eh mh su la sedia quella che,,Def,,Fem,,,Sing,,,Art,,
105:13,NOUN,sedia,mh su la sedia quella che c',,,,Fem,,,Sing,,,,,
105:14,PRON,quella,su la sedia quella che c' ha,,,,Fem,,,Sing,,,Dem,,
105:15,SCONJ,che,la sedia quella che c' ha lei,,,,,,,,,,Rel,,
105:16,PRON,c',sedia quella che c' ha lei là,Yes,,,,,,Plur,1,,Prs,,
105:17,VERB,ha,quella che c' ha lei là in,,,,,Ind,,Sing,3,,,Pres,Fin
105:18,PRON,lei,che c' ha lei là in camera,,,,Fem,,,Sing,,,Prs,,
105:19,ADV,là,c' ha lei là in camera mh,,,,,,,,,,,,
105:20,ADP,in,ha lei là in camera mh mh,,,,,,,,,,,,
105:21,NOUN,camera,lei là in camera mh mh allora,,,,Fem,,,Sing,,,,,
105:22,INTJ,mh,là in camera mh mh allora eh,,,,,,,,,,,,
105:23,INTJ,mh,in camera mh mh allora eh la,,,,,,,,,,,,
105:24,CCONJ,allora,camera mh mh allora eh la sedia,,,,,,,,,,,,
105:25,INTJ,eh,mh mh allora eh la sedia la,,,,,,,,,,,,
105:26,DET,la,mh allora eh la sedia la cosa,,Def,,Fem,,,Sing,,,Art,,
105:27,NOUN,sedia,allora eh la sedia la cosa come,,,,Fem,,,Sing,,,,,
105:28,DET,la,eh la sedia la cosa come si,,Def,,Fem,,,Sing,,,Art,,
105:29,NOUN,cosa,la sedia la cosa come si chiama,,,,Fem,,,Sing,,,,,
105:30,ADV,come,sedia la cosa come si chiama sedia,,,,,,,,,,,,
105:31,PRON,si,la cosa come si chiama sedia,Yes,,,,,,,3,,Prs,,
105:32,VERB,chiama,cosa come si chiama sedia,,,,,Ind,,Sing,3,,,Pres,Fin
105:33,NOUN,sedia,come si chiama sedia,,,,Fem,,,Sing,,,,,
106:1,DET,la,la sedia {ride} {ride},,Def,,Fem,,,Sing,,,Art,,
106:2,NOUN,sedia,la sedia {ride} {ride} {ride},,,,Fem,,,Sing,,,,,
106:3,X,{ride},la sedia {ride} {ride} {ride} la,,,,,,,,,,,,
106:4,X,{ride},la sedia {ride} {ride} {ride} la sedia,,,,,,,,,,,,
106:5,X,{ride},sedia {ride} {ride} {ride} la sedia gi,,,,,,,,,,,,
106:6,DET,la,{ride} {ride} {ride} la sedia gi mh,,Def,,Fem,,,Sing,,,Art,,
106:7,NOUN,sedia,{ride} {ride} la sedia gi mh {P},,,,Fem,,,Sing,,,,,
106:8,X,gi,{ride} la sedia gi mh {P} girevole,,,,,,,,,,,,
106:9,INTJ,mh,la sedia gi mh {P} girevole quindi,,,,,,,,,,,,
106:10,X,{P},sedia gi mh {P} girevole quindi eh,,,,,,,,,,,,
106:11,ADJ,girevole,gi mh {P} girevole quindi eh no,,,,,,,Sing,,,,,
106:12,CCONJ,quindi,mh {P} girevole quindi eh no eh,,,,,,,,,,,,
106:13,INTJ,eh,{P} girevole quindi eh no eh sì,,,,,,,,,,,,
106:14,INTJ,no,girevole quindi eh no eh sì quella,,,,,,,,,,,,
106:15,INTJ,eh,quindi eh no eh sì quella da,,,,,,,,,,,,
106:16,INTJ,sì,eh no eh sì quella da studio,,,,,,,,,,,,
106:17,PRON,quella,no eh sì quella da studio {ride},,,,Fem,,,Sing,,,Dem,,
106:18,ADP,da,eh sì quella da studio {ride} e,,,,,,,,,,,,
106:19,NOUN,studio,sì quella da studio {ride} e praticamente,,,,Masc,,,Sing,,,,,
106:20,X,{ride},quella da studio {ride} e praticamente ha,,,,,,,,,,,,
106:21,CCONJ,e,da studio {ride} e praticamente ha fatto,,,,,,,,,,,,
106:22,ADV,praticamente,studio {ride} e praticamente ha fatto così,,,,,,,,,,,,
106:23,AUX,ha,{ride} e praticamente ha fatto così,,,,,Ind,,Sing,3,,,Pres,Fin
106:24,VERB,fatto,e praticamente ha fatto così,,,,Masc,,,Sing,,,,Past,Part
106:25,ADV,così,praticamente ha fatto così,,,,,,,,,,,,
107:1,PRON,gli,gli ho detto x,Yes,,,Masc,,,Sing,3,,Prs,,
107:2,AUX,ho,gli ho detto x gli,,,,,Ind,,Sing,1,,,Pres,Fin
107:3,VERB,detto,gli ho detto x gli ho,,,,Masc,,,Sing,,,,Past,Part
107:4,X,x,gli ho detto x gli ho detto,,,,,,,,,,,,
107:5,PRON,gli,ho detto x gli ho detto eh,Yes,,,Masc,,,Sing,3,,Prs,,
107:6,AUX,ho,detto x gli ho detto eh vincenzo,,,,,Ind,,Sing,1,,,Pres,Fin
107:7,VERB,detto,x gli ho detto eh vincenzo diventerà,,,,Masc,,,Sing,,,,Past,Part
107:8,INTJ,eh,gli ho detto eh vincenzo diventerà papà,,,,,,,,,,,,
107:9,PROPN,vincenzo,ho detto eh vincenzo diventerà papà,,,,Masc,,,Sing,,,,,
107:10,VERB,diventerà,detto eh vincenzo diventerà papà,,,,,Ind,,Sing,3,,,Fut,Fin
107:11,NOUN,papà,eh vincenzo diventerà papà,,,,Masc,,,,,,,,
108:1,PRON,lei,lei {ride} {ride} io,,,,Fem,,,Sing,,,Prs,,
108:3,X,{ride},lei {ride} {ride} io tipo,,,,,,,,,,,,
108:4,X,{ride},lei {ride} {ride} io tipo {ride},,,,,,,,,,,,
108:5,PRON,io,lei {ride} {ride} io tipo {ride} io,,,,,,,Sing,1,,Prs,,
108:6,NOUN,tipo,{ride} {ride} io tipo {ride} io cioè,,,,,Ind,,Sing,1,,,Pres,Fin
108:7,X,{ride},{ride} io tipo {ride} io cioè ma,,,,,,,,,,,,
108:8,PRON,io,io tipo {ride} io cioè ma {ride},,,,,,,Sing,1,,Prs,,
108:9,CCONJ,cioè,tipo {ride} io cioè ma {ride} {ride},,,,,,,,,,,,
108:10,CCONJ,ma,{ride} io cioè ma {ride} {ride} eh,,,,,,,,,,,,
108:11,X,{ride},io cioè ma {ride} {ride} eh ieri,,,,,,,,,,,,
108:12,X,{ride},cioè ma {ride} {ride} eh ieri sera,,,,,,,,,,,,
108:13,INTJ,eh,ma {ride} {ride} eh ieri sera però,,,,,,,,,,,,
108:14,ADV,ieri,{ride} {ride} eh ieri sera però qui,,,,,,,,,,,,
108:15,NOUN,sera,{ride} eh ieri sera però qui {ride},,,,Fem,,,Sing,,,,,
108:16,CCONJ,però,eh ieri sera però qui {ride} {ride},,,,,,,,,,,,
108:17,ADV,qui,ieri sera però qui {ride} {ride} appena,,,,,,,,,,,,
108:18,X,{ride},sera però qui {ride} {ride} appena te,,,,,,,,,,,,
108:19,X,{ride},però qui {ride} {ride} appena te l',,,,,,,,,,,,
108:20,ADV,appena,qui {ride} {ride} appena te l' ha,,,,,,,,,,,,
108:21,PRON,te,{ride} {ride} appena te l' ha detto,Yes,,,,,,Sing,2,,Prs,,
108:22,PRON,l',{ride} appena te l' ha detto ah,Yes,,,Masc,,,Sing,3,,Prs,,
108:23,AUX,ha,appena te l' ha detto ah aiuto,,,,,Ind,,Sing,3,,,Pres,Fin
108:24,VERB,detto,te l' ha detto ah aiuto oddio,,,,Masc,,,Sing,,,,Past,Part
108:25,INTJ,ah,l' ha detto ah aiuto oddio elisa,,,,,,,,,,,,
108:26,NOUN,aiuto,ha detto ah aiuto oddio elisa dico,,,,Masc,,,Sing,,,,,
108:27,INTJ,oddio,detto ah aiuto oddio elisa dico subito,,,,,,,,,,,,
108:28,PROPN,elisa,ah aiuto oddio elisa dico subito a,,,,,,,,,,,,
108:29,VERB,dico,aiuto oddio elisa dico subito a tutti,,,,,Ind,,Sing,1,,,Pres,Fin
108:30,ADV,subito,oddio elisa dico subito a tutti {ride},,,,,,,,,,,,
108:31,ADP,a,elisa dico subito a tutti {ride} {ride},,,,,,,,,,,,
108:32,PRON,tutti,dico subito a tutti {ride} {ride} vabbè,,,,Masc,,,Plur,,,Ind,,
108:33,X,{ride},subito a tutti {ride} {ride} vabbè scusa,,,,,,,,,,,,
108:34,X,{ride},a tutti {ride} {ride} vabbè scusa è,,,,,,,,,,,,
108:35,INTJ,vabbè,tutti {ride} {ride} vabbè scusa è sta,,,,,,,,,,,,
108:36,INTJ,scusa,{ride} {ride} vabbè scusa è sta è,,,,Fem,,,Sing,,,,,
108:37,AUX,è,{ride} vabbè scusa è sta è stato,,,,,Ind,,Sing,3,,,Pres,Fin
108:38,X,sta,vabbè scusa è sta è stato più,,,,,,,,,,,,
108:39,AUX,è,scusa è sta è stato più x,,,,,Ind,,Sing,3,,,Pres,Fin
108:40,AUX,stato,è sta è stato più x mh,,,,Masc,,,Sing,,,,Past,Part
108:41,ADV,più,sta è stato più x mh cioè,,,,,,,,,,,,
108:42,X,x,è stato più x mh cioè cosa,,,,,,,,,,,,
108:43,INTJ,mh,stato più x mh cioè cosa eh,,,,,,,,,,,,
108:44,CCONJ,cioè,più x mh cioè cosa eh x,,,,,,,,,,,,
108:45,ADV,cosa,x mh cioè cosa eh x è,,,,,,,,,,Int,,
108:46,INTJ,eh,mh cioè cosa eh x è stato,,,,,,,,,,,,
108:47,X,x,cioè cosa eh x è stato più,,,,,,,,,,,,
108:48,AUX,è,cosa eh x è stato più {ride},,,,,Ind,,Sing,3,,,Pres,Fin
108:49,AUX,stato,eh x è stato più {ride} xxento,,,,Masc,,,Sing,,,,Past,Part
108:50,ADV,più,x è stato più {ride} xxento xento,,,,,,,,,,,,
108:51,X,{ride},è stato più {ride} xxento xento,,,,,,,,,,,,
108:52,ADJ,xxento,stato più {ride} xxento xento,,,,Masc,,,Sing,,,,,
108:53,X,xento,più {ride} xxento xento,,,,Masc,,,Sing,,,,,
109:1,CCONJ,ma,ma ma vincenzo di,,,,,,,,,,,,
109:2,CCONJ,ma,ma ma vincenzo di la,,,,,,,,,,,,
109:3,PROPN,vincenzo,ma ma vincenzo di la elisa,,,,,,,,,,,,
109:4,ADP,di,ma ma vincenzo di la elisa,,,,,,,,,,,,
109:5,DET,la,ma vincenzo di la elisa,,Def,,Fem,,,Sing,,,Art,,
109:6,PROPN,elisa,vincenzo di la elisa,,,,,,,,,,,,
110:1,INTJ,ah,ah ma non per,,,,,,,,,,,,
110:2,CCONJ,ma,ah ma non per quello,,,,,,,,,,,,
110:3,ADV,non,ah ma non per quello,,,,,,,,,,Neg,,
110:4,ADP,per,ah ma non per quello,,,,,,,,,,,,
110:5,PRON,quello,ma non per quello,,,,Masc,,,Sing,,,Dem,,
111:1,CCONJ,cioè,cioè x no infatti,,,,,,,,,,,,
111:2,X,x,cioè x no infatti x,,,,,,,,,,,,
111:3,INTJ,no,cioè x no infatti x vabbè,,,,,,,,,,,,
111:4,ADV,infatti,cioè x no infatti x vabbè scusa,,,,,,,,,,,,
111:5,X,x,x no infatti x vabbè scusa se,,,,,,,,,,,,
111:6,INTJ,vabbè,no infatti x vabbè scusa se non,,,,,,,,,,,,
111:7,INTJ,scusa,infatti x vabbè scusa se non doveva,,,,,Imp,,Sing,2,,,Pres,Fin
111:8,SCONJ,se,x vabbè scusa se non doveva essere,,,,,,,,,,,,
111:9,ADV,non,vabbè scusa se non doveva essere sputtanata,,,,,,,,,,Neg,,
111:10,AUX,doveva,scusa se non doveva essere sputtanata,,,,,Ind,,Sing,3,,,Imp,Fin
111:11,AUX,essere,se non doveva essere sputtanata,,,,,,,,,,,,Inf
111:12,VERB,sputtanata,non doveva essere sputtanata,,,,Fem,,,Sing,,,,Past,Part
112:1,ADV,ormai,ormai lo sono,,,,,,,,,,,,
112:2,PRON,lo,ormai lo sono,Yes,,,Masc,,,Sing,3,,Prs,,
112:3,VERB,sono,ormai lo sono,,,,,Ind,,Sing,1,,,Pres,Fin
113:1,CCONJ,ma,ma no ma non,,,,,,,,,,,,
113:2,INTJ,no,ma no ma non perché,,,,,,,,,,,,
113:3,CCONJ,ma,ma no ma non perché sputtanavi,,,,,,,,,,,,
113:4,ADV,non,ma no ma non perché sputtanavi a,,,,,,,,,,Neg,,
113:5,SCONJ,perché,no ma non perché sputtanavi a eli,,,,,,,,,,,,
113:6,VERB,sputtanavi,ma non perché sputtanavi a eli ma,,,,,Ind,,Sing,2,,,Pres,Fin
113:7,ADP,a,non perché sputtanavi a eli ma x,,,,,,,,,,,,
113:8,PROPN,eli,perché sputtanavi a eli ma x ma,,,,,,,,,,,,
113:9,CCONJ,ma,sputtanavi a eli ma x ma ovvio,,,,,,,,,,,,
113:10,X,x,a eli ma x ma ovvio che,,,,,,,,,,,,
113:11,CCONJ,ma,eli ma x ma ovvio che ti,,,,,,,,,,,,
113:12,ADJ,ovvio,ma x ma ovvio che ti pare,,,,Masc,,,Sing,,,,,
113:13,SCONJ,che,x ma ovvio che ti pare che,,,,,,,,,,,,
113:14,PRON,ti,ma ovvio che ti pare che non,Yes,,,,,,Sing,2,,Prs,,
113:15,VERB,pare,ovvio che ti pare che non lo,,,,,Ind,,Sing,3,,,Pres,Fin
113:16,SCONJ,che,che ti pare che non lo vado,,,,,,,,,,,,
113:17,ADV,non,ti pare che non lo vado a,,,,,,,,,,Neg,,
113:18,PRON,lo,pare che non lo vado a dire,Yes,,,Masc,,,Sing,3,,Prs,,
113:19,VERB,vado,che non lo vado a dire in,,,,,Ind,,Sing,1,,,Pres,Fin
113:20,ADP,a,non lo vado a dire in giro,,,,,,,,,,,,
113:21,VERB,dire,lo vado a dire in giro,,,,,,,,,,,,Inf
113:22,ADP,in,vado a dire in giro,,,,,,,,,,,,
113:23,NOUN,giro,a dire in giro,,,,Masc,,,Sing,,,,,
114:1,SCONJ,se,se l' ha detto,,,,,,,,,,,,
114:2,PRON,l',se l' ha detto martina,Yes,,,Masc,,,Sing,3,,Prs,,
114:3,AUX,ha,se l' ha detto martina perché,,,,,Ind,,Sing,3,,,Pres,Fin
114:4,VERB,detto,se l' ha detto martina perché lei,,,,Masc,,,Sing,,,,Past,Part
114:5,PROPN,martina,l' ha detto martina perché lei lo,,,,,,,,,,,,
114:6,SCONJ,perché,ha detto martina perché lei lo può,,,,,,,,,,,,
114:7,PRON,lei,detto martina perché lei lo può dire,,,,Fem,,,Sing,,,Prs,,
114:8,PRON,lo,martina perché lei lo può dire e,Yes,,,Masc,,,Sing,3,,Prs,,
114:9,VERB,può,perché lei lo può dire e io,,,,,Ind,,Sing,3,,,Pres,Fin
114:10,VERB,dire,lei lo può dire e io no,,,,,,,,,,,,Inf
114:11,CCONJ,e,lo può dire e io no,,,,,,,,,,,,
114:12,PRON,io,può dire e io no,,,,,,,Sing,1,,Prs,,
114:13,INTJ,no,dire e io no,,,,,,,,,,,,
115:1,CCONJ,e,e chi l' è,,,,,,,,,,,,
115:2,PRON,chi,e chi l' è,,,,,,,,,,Rel,,
115:3,PRON,l',e chi l' è,Yes,,,Masc,,,Sing,3,,Prs,,
115:4,VERB,è,e chi l' è,,,,,Ind,,Sing,3,,,Pres,Fin
116:1,INTJ,eh,eh tanto ormai era,,,,,,,,,,,,
116:2,ADV,tanto,eh tanto ormai era sputtanata,,,,,,,,,,,,
116:3,ADV,ormai,eh tanto ormai era sputtanata,,,,,,,,,,,,
116:4,AUX,era,eh tanto ormai era sputtanata,,,,,Ind,,Sing,3,,,Imp,Fin
116:5,VERB,sputtanata,tanto ormai era sputtanata,,,,Fem,,,Sing,,,,Past,Part
117:1,INTJ,sì,sì {ride} no vabbè,,,,,,,,,,,,
117:2,X,{ride},sì {ride} no vabbè però,,,,,,,,,,,,
117:3,INTJ,no,sì {ride} no vabbè però prima,,,,,,,,,,,,
117:4,INTJ,vabbè,sì {ride} no vabbè però prima x,,,,,,,,,,,,
117:5,CCONJ,però,{ride} no vabbè però prima x cioè,,,,,,,,,,,,
117:6,ADV,prima,no vabbè però prima x cioè io,,,,,,,,,,,,
117:7,X,x,vabbè però prima x cioè io c',,,,,,,,,,,,
117:8,CCONJ,cioè,però prima x cioè io c' ho,,,,,,,,,,,,
117:9,PRON,io,prima x cioè io c' ho meno,,,,,,,Sing,1,,Prs,,
117:10,PRON,c',x cioè io c' ho meno autorità,Yes,,,,,,Plur,1,,Prs,,
117:11,VERB,ho,cioè io c' ho meno autorità,,,,,Ind,,Sing,1,,,Pres,Fin
117:12,ADV,meno,io c' ho meno autorità,,,,,,,,,,,,
117:13,NOUN,autorità,c' ho meno autorità,,,,Fem,,,,,,,,
118:1,PRON,io,io e che è,,,,,,,Sing,1,,Prs,,
118:2,CCONJ,e,io e che è,,,,,,,,,,,,
118:3,SCONJ,che,io e che è,,,,,,,,,,Rel,,
118:4,VERB,è,io e che è,,,,,Ind,,Sing,3,,,Pres,Fin
119:1,INTJ,sì,sì no no però,,,,,,,,,,,,
119:2,INTJ,no,sì no no però capito,,,,,,,,,,,,
119:3,INTJ,no,sì no no però capito x,,,,,,,,,,,,
119:4,CCONJ,però,sì no no però capito x magari,,,,,,,,,,,,
119:5,VERB,capito,no no però capito x magari {ride},,,,,Ind,,Sing,1,,,Pres,Fin
119:6,X,x,no però capito x magari {ride} non,,,,,,,,,,,,
119:7,ADV,magari,però capito x magari {ride} non così,,,,,,,,,,,,
119:8,X,{ride},capito x magari {ride} non così platealmente,,,,,,,,,,,,
119:9,ADV,non,x magari {ride} non così platealmente neanch',,,,,,,,,,Neg,,
119:10,ADV,così,magari {ride} non così platealmente neanch' io,,,,,,,,,,,,
119:11,ADV,platealmente,{ride} non così platealmente neanch' io x,,,,,,,,,,,,
119:12,ADV,neanch',non così platealmente neanch' io x chi,,,,,,,,,,,,
119:13,PRON,io,così platealmente neanch' io x chi se,,,,,,,Sing,1,,Prs,,
119:14,X,x,platealmente neanch' io x chi se ne,,,,,,,,,,,,
119:15,PRON,chi,neanch' io x chi se ne frega,,,,,,,,,,Rel,,
119:16,PRON,se,io x chi se ne frega,Yes,,,,,,,3,,Prs,,
119:17,PRON,ne,x chi se ne frega,Yes,,,,,,,,,Prs,,
119:18,VERB,frega,chi se ne frega,,,,,Ind,,Sing,3,,,Pres,Fin
120:1,CCONJ,cioè,cioè non so sta,,,,,,,,,,,,
120:2,ADV,non,cioè non so sta a,,,,,,,,,,Neg,,
120:3,VERB,so,cioè non so sta a monaco,,,,,Ind,,Sing,1,,,Pres,Fin
120:4,VERB,sta,cioè non so sta a monaco {ride},,,,Fem,,,Sing,,,,,
120:5,ADP,a,non so sta a monaco {ride} {ride},,,,,,,,,,,,
120:6,PROPN,monaco,so sta a monaco {ride} {ride},,,,,,,,,,,,
120:7,X,{ride},sta a monaco {ride} {ride},,,,,,,,,,,,
120:8,X,{ride},a monaco {ride} {ride},,,,,,,,,,,,
121:1,INTJ,beh,beh ho capito però,,,,,,,,,,,,
121:2,AUX,ho,beh ho capito però no,,,,,Ind,,Sing,1,,,Pres,Fin
121:3,VERB,capito,beh ho capito però no,,,,Masc,,,Sing,,,,Past,Part
121:4,ADV,però,beh ho capito però no,,,,,,,,,,,,
121:5,INTJ,no,ho capito però no,,,,,,,,,,,,
122:1,CCONJ,ma,ma ma a parte,,,,,,,,,,,,
122:2,CCONJ,ma,ma ma a parte che,,,,,,,,,,,,
122:3,ADP,a,ma ma a parte che lo,,,,,,,,,,,,
122:4,NOUN,parte,ma ma a parte che lo sapran,,,,Fem,,,Sing,,,,,
122:5,SCONJ,che,ma a parte che lo sapran tutti,,,,,,,,,,Rel,,
122:6,PRON,lo,a parte che lo sapran tutti lui,Yes,,,Masc,,,Sing,3,,Prs,,
122:7,VERB,sapran,parte che lo sapran tutti lui dice,,,,,Ind,,Sing,2,,,Fut,Fin
122:8,PRON,tutti,che lo sapran tutti lui dice un,,,,Masc,,,Plur,,,Ind,,
122:9,PRON,lui,lo sapran tutti lui dice un altro,,,,,,,Sing,3,,Prs,,
122:10,VERB,dice,sapran tutti lui dice un altro un',,,,,Ind,,Sing,3,,,Pres,Fin
122:11,DET,un,tutti lui dice un altro un' altra,,Ind,,Masc,,,Sing,,,Art,,
122:12,PRON,altro,lui dice un altro un' altra cosa,,,,Masc,,,Sing,,,Ind,,
122:13,DET,un',dice un altro un' altra cosa secondo,,Ind,,Fem,,,Sing,,,Art,,
122:14,DET,altra,un altro un' altra cosa secondo me,,,,,,,,,,Ind,,
122:15,NOUN,cosa,altro un' altra cosa secondo me,,,,Fem,,,Sing,,,,,
122:16,ADP,secondo,un' altra cosa secondo me,,,,,,,,,,,,
122:17,PRON,me,altra cosa secondo me,,,,,,,Sing,1,,Prs,,
123:1,CCONJ,cioè,cioè non dice di,,,,,,,,,,,,
123:2,ADV,non,cioè non dice di il,,,,,,,,,,Neg,,
123:3,VERB,dice,cioè non dice di il {P},,,,,Ind,,Sing,3,,,Pres,Fin
123:4,ADP,di,cioè non dice di il {P} di,,,,,,,,,,,,
123:5,DET,il,non dice di il {P} di roberto,,Def,,Masc,,,Sing,,,Art,,
123:6,X,{P},dice di il {P} di roberto,,,,,,,,,,,,
123:7,ADP,di,di il {P} di roberto,,,,,,,,,,,,
123:8,PROPN,roberto,il {P} di roberto,,,,,,,,,,,,
124:1,CCONJ,ma,ma dice tipo no,,,,,,,,,,,,
124:2,VERB,dice,ma dice tipo no dire,,,,,Ind,,Sing,3,,,Pres,Fin
124:3,NOUN,tipo,ma dice tipo no dire,,,,Masc,,,Sing,,,,,
124:4,INTJ,no,ma dice tipo no dire,,,,,,,,,,,,
124:5,VERB,dire,dice tipo no dire,,,,,,,,,,,,Inf
125:1,ADV,adesso,adesso lo dico a,,,,,,,,,,,,
125:2,PRON,lo,adesso lo dico a elisa,Yes,,,Masc,,,Sing,3,,Prs,,
125:3,VERB,dico,adesso lo dico a elisa,,,,,Ind,,Sing,1,,,Pres,Fin
125:4,ADP,a,adesso lo dico a elisa,,,,,,,,,,,,
125:5,PROPN,elisa,lo dico a elisa,,,,Fem,,,Sing,,,,,
126:1,ADV,davanti,davanti a tutti secondo,,,,,,,,,,,,
126:2,ADP,a,davanti a tutti secondo me,,,,,,,,,,,,
126:3,PRON,tutti,davanti a tutti secondo me dice,,,,Masc,,,Plur,,,Ind,,
126:4,ADP,secondo,davanti a tutti secondo me dice questo,,,,,,,,,,,,
126:5,PRON,me,a tutti secondo me dice questo,,,,,,,Sing,1,,Prs,,
126:6,VERB,dice,tutti secondo me dice questo,,,,,Ind,,Sing,3,,,Pres,Fin
126:7,PRON,questo,secondo me dice questo,,,,Masc,,,Sing,,,Dem,,
127:1,INTJ,eh,eh certo,,,,,,,,,,,,
127:2,ADJ,certo,eh certo,,,,,,,,,,,,
128:1,CCONJ,e,e vabbè x che,,,,,,,,,,,,
128:2,INTJ,vabbè,e vabbè x che cosa,,,,,,,,,,,,
128:3,X,x,e vabbè x che cosa s',,,,,,,,,,,,
128:4,ADJ,che,e vabbè x che cosa s' aspettava,,,,,,,,,,Int,,
128:5,NOUN,cosa,vabbè x che cosa s' aspettava la,,,,Fem,,,Sing,,,,,
128:6,PRON,s',x che cosa s' aspettava la gente,Yes,,,,,,,3,,Prs,,
128:7,VERB,aspettava,che cosa s' aspettava la gente che,,,,,Ind,,Sing,3,,,Pres,Fin
128:8,DET,la,cosa s' aspettava la gente che stavo,,Def,,Fem,,,Sing,,,Art,,
128:9,NOUN,gente,s' aspettava la gente che stavo zitto,,,,Fem,,,Sing,,,,,
128:10,SCONJ,che,aspettava la gente che stavo zitto,,,,,,,,,,Rel,,
