tu_id	speaker	start	end	duration	include	W:normalized_spaces	W:numbers	W:accents	W:non_jefferson	W:pauses_trim	W:prosodic_trim	W:moved_boundaries	E:volume	E:pace	E:guess	E:overlap	E:overlap_mismatch	E:overlap_duration	T:shortpauses	T:metalinguistic	T:errors	T:linguistic	annotation	correct	text
148	TOI075	311.272	315.729	4.457	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	12	andavano a comprare la roba all'esterno (e) la portavano in città	andavano a comprare la roba all'esterno (e) la portavano in città	andavano a comprare la roba all' esterno e la portavano in città
149	TOI075	316.468	318.929	2.461	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	per rifornire gli affamati	per rifornire gli affamati	per rifornire gli affamati
150	TOR001	318.978	319.149	0.171	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
151	TOR002	319.173	320.972	1.799	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	[e] se ti scoprivano cosa succedeva?	[e] se ti scoprivano cosa succedeva?	e se ti scoprivano cosa succedeva
152	TOI075	319.175	319.296	0.121	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[x]	[x]	x
153	TOI075	321.01	321.236	0.226	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	eh?	eh?	eh
154	TOR002	321.442	322.972	1.53	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	se ti sco[privano a comprare::,]	se ti sco[privano a comprare::,]	se ti scoprivano a comprare
155	TOI075	321.781	322.975	1.194	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	[e::h eh]	[e::h eh]	eh eh
156	TOI075	323.287	324.91	1.623	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	c'erano dei controlli	c'erano dei controlli	c' erano dei controlli
157	TOI075	325.263	327.495	2.232	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	sequestravano la roba insomma	sequestravano la roba insomma	sequestravano la roba insomma
158	TOI075	327.806	330.11	2.304	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	non è che li fucilassero comunque	non è che li fucilassero comunque	non è che li fucilassero comunque
159	TOI075	330.505	333.191	2.686	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	almeno (.) la roba che portavano gliela xx	almeno {P} la roba che portavano gliela xx	almeno {P} la roba che portavano gliela xx
160	TOI075	333.59	337.464	3.874	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	sequestravano e quindi (.) era già un danno notevole	sequestravano e quindi {P} era già un danno notevole	sequestravano e quindi {P} era già un danno notevole
161	TOR002	337.489	337.953	0.464	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	eh beh	eh beh	eh beh
162	TOI075	337.969	338.45	0.481	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	0	((ride))	{ride}	{ride}
163	TOR001	338.859	339.351	0.492	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
164	TOR001	340.075	341.771	1.696	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	e poi diceva, dei bombardamenti?	e poi diceva, dei bombardamenti?	e poi diceva dei bombardamenti
165	TOI075	342.167	347.316	5.149	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	sì::=[eh] anche quello è diventato una cosa (.) abbastanza	sì::=[eh] anche quello è diventato una cosa {P} abbastanza	sì eh anche quello è diventato una cosa {P} abbastanza
166	TOR001	342.851	342.962	0.111	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
167	TOI075	347.66	348.854	1.194	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	spiacevole	spiacevole	spiacevole
168	TOI075	349.422	351.908	2.486	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	partivan dal quarantadue all'inizio	partivan dal quarantadue all'inizio	partivan dal quarantadue all' inizio
169	TOI075	352.269	356.265	3.996	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	c'era stato un bombardamento proprio il primo giorno di guerra	c'era stato un bombardamento proprio il primo giorno di guerra	c' era stato un bombardamento proprio il primo giorno di guerra
170	TOI075	356.764	358.345	1.581	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	che avevano colpito	che avevano colpito	che avevano colpito
171	TOI075	358.6	360.479	1.879	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	lì vicino a porta palazzo	lì vicino a porta palazzo	lì vicino a porta palazzo
172	TOI075	360.945	364.585	3.64	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	ma poi non c'erano stati dei gravi episodi	ma poi non c'erano stati dei gravi episodi	ma poi non c' erano stati dei gravi episodi
173	TOI075	364.72	368.212	3.492	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	poi (.) a partire dal millenovecentoquarantadue	poi {P} a partire dal millenovecentoquarantadue	poi {P} a partire dal millenovecentoquarantadue
174	TOI075	368.519	372.359	3.84	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	xxx la guerra [aerea] si è [inten]sificata	xxx la guerra [aerea] si è [inten]sificata	xxx la guerra aerea si è intensificata
175	TOR001	369.836	370.173	0.337	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[°certo°]	[°certo°]	certo
176	TOR002	371.592	371.912	0.32	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
177	TOI075	372.848	375.003	2.155	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	tanto per fiaccare il morale	tanto per fiaccare il morale	tanto per fiaccare il morale
178	TOI075	375.277	377.37	2.093	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	nella popolazione quindi:	nella popolazione quindi:	nella popolazione quindi
179	TOI075	377.958	379.781	1.823	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	è (diventata) molto grave (e poi)	è (diventata) molto grave (e poi)	è diventata molto grave e poi
180	TOI075	380.138	385.641	5.503	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	torino il bombardamento più grave si è avuto nel millenovecentosessantatrè	torino il bombardamento più grave si è avuto nel millenovecentosessantatrè	torino il bombardamento più grave si è avuto nel millenovecentosessantatrè
181	TOI075	386.119	387.274	1.155	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	tredici luglio	tredici luglio	tredici luglio
182	TOI075	387.742	389.101	1.359	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	tutti i vecchi	tutti i vecchi	tutti i vecchi
183	TOI075	389.516	396.469	6.953	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	15	che erano allora (.) lo ricordano ancora (una data) funesta (è stato) più di mille morti	che erano allora {P} lo ricordano ancora (una data) funesta (è stato) più di mille morti	che erano allora {P} lo ricordano ancora una data funesta è stato più di mille morti
184	TOI075	396.797	398.791	1.994	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	una cosa: terribile	una cosa: terribile	una cosa terribile
185	TOR001	398.81	399.683	0.873	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmhmhmhmh	mhmhmhmhmh	mhmhmhmhmh
186	TOR001	400.501	404.44	3.939	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	e la popolazione civile, cosa faceva qua[ndo c'erano i bombardamenti?]	e la popolazione civile, cosa faceva qua[ndo c'erano i bombardamenti?]	e la popolazione civile cosa faceva quando c' erano i bombardamenti
187	TOI075	402.948	406.552	3.604	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	[MAH MOLTI] scappa~ sono scappati all'est~	[MAH MOLTI] scappa~ sono scappati all'est~	mah molti scappa~ sono scappati all' est~
188	TOI075	406.913	408.896	1.983	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	nei paesi lì vicini	nei paesi lì vicini	nei paesi lì vicini
189	TOI075	409.106	410.686	1.58	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	cercavan di sfollare	cercavan di sfollare	cercavan di sfollare
190	TOI075	410.727	413.187	2.46	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	si d~ si parlava di sfollamento	si d~ si parlava di sfollamento	si d~ si parlava di sfollamento
191	TOI075	413.487	416.829	3.342	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	io (beh ecco) sono rimasto con mio padre	io (beh ecco) sono rimasto con mio padre	io beh ecco sono rimasto con mio padre
192	TOI075	416.868	420.0	3.132	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	che lavorava qui, aveva un'aziendina	che lavorava qui, aveva un'aziendina	che lavorava qui aveva un' aziendina
193	TOI075	420.372	423.56	3.188	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	e quindi praticamente siamo rimasti sempre	e quindi praticamente siamo rimasti sempre	e quindi praticamente siamo rimasti sempre
194	TOI075	423.899	424.082	0.183	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	eh	eh	eh
195	TOI075	424.459	424.697	0.238	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	cioè	cioè	cioè
196	TOI075	425.108	428.893	3.785	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	cioè c'era stat(a) qualche iniziativa privata cioè	cioè c'era stat(a) qualche iniziativa privata cioè	cioè c' era stata qualche iniziativa privata cioè
197	TOI075	429.199	431.867	2.668	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	si facevan dei rifugi sottoterra	si facevan dei rifugi sottoterra	si facevan dei rifugi sottoterra
198	TOI075	432.152	433.992	1.84	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	6	ma non sotto le case perchè	ma non sotto le case perché	ma non sotto le case perché
199	TOI075	434.339	435.455	1.116	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	sotto le case	sotto le case	sotto le case
200	TOI075	435.684	438.286	2.602	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	se crollava la casa rimanevano tutti	se crollava la casa rimanevano tutti	se crollava la casa rimanevano tutti
201	TOR001	438.448	439.0	0.552	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
202	TOR002	438.448	439.0	0.552	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
203	TOI075	438.448	439.0	0.552	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[invece]	[invece]	invece
204	TOI075	439.274	442.711	3.437	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	(si facevano) i rifugi a l~ diciamo in posti esterni	(si facevano) i rifugi a l~ diciamo in posti esterni	si facevano i rifugi a l~ diciamo in posti esterni
205	TOR001	442.741	442.907	0.166	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
206	TOI075	442.957	444.156	1.199	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sotterranei	sotterranei	sotterranei
207	TOI075	444.431	446.834	2.403	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	e:: erano abbastanza sicuri	e:: erano abbastanza sicuri	e erano abbastanza sicuri
208	TOI075	447.333	449.482	2.149	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	e anche noi avevamo un rifugio	e anche noi avevamo un rifugio	e anche noi avevamo un rifugio
209	TOI075	449.688	452.129	2.441	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	vicino a casa, che avevamo pagato	vicino a casa, che avevamo pagato	vicino a casa che avevamo pagato
210	TOI075	452.55	453.732	1.182	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	a nostre spese	a nostre spese	a nostre spese
211	TOI075	454.143	454.646	0.503	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	c'erano:	c'erano:	c' erano
212	TOI075	455.551	460.208	4.657	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	cento: duecento persone che si erano come associate	cento: duecento persone che si erano come associate	cento duecento persone che si erano come associate
213	TOI075	460.455	463.179	2.724	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	(in un) x versato una quota	(in un) x versato una quota	in un x versato una quota
214	TOI075	463.358	466.927	3.569	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	e tutti insieme avevano costruito questo rifugio	e tutti insieme avevano costruito questo rifugio	e tutti insieme avevano costruito questo rifugio
215	TOR001	467.151	468.091	0.94	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmhmh]	[mhmhmh]	mhmhmh
216	TOI075	467.151	468.091	0.94	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[sotterraneo]	[sotterraneo]	sotterraneo
217	TOR001	468.427	468.957	0.53	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	certo	certo	certo
218	TOR001	469.879	470.288	0.409	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	okay	okay	okay
219	TOR001	471.629	472.226	0.597	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	e::=m::h	e::=m::h	e mh
220	TOR001	472.629	476.116	3.487	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	10	e ha altri ricordi legati a torino durante la guerra?	e ha altri ricordi legati a torino durante la guerra?	e ha altri ricordi legati a torino durante la guerra
221	TOR001	476.24	477.865	1.625	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	degli epi[so:di, magari]	degli epi[so:di, magari]	degli episodi magari
222	TOI075	476.674	477.865	1.191	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	[(e:: poi c'è)]	[(e:: poi c'è)]	e poi c' è
223	TOI075	478.238	481.426	3.188	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	7	dopo l'otto settembre c'(è) stata la guerra	dopo l'otto settembre c'(è) stata la guerra	dopo l' otto settembre c'è stata la guerra
224	TOI075	481.654	483.477	1.823	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	dei partigiani [quindi]	dei partigiani [quindi]	dei partigiani quindi
225	TOR001	483.046	483.482	0.436	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
226	TOI075	483.894	487.115	3.221	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	c'erano qui praticamente comandavano i tedeschi.	c'erano qui praticamente comandavano i tedeschi.	c' erano qui praticamente comandavano i tedeschi
227	TOI075	487.629	491.872	4.243	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	c'erano anche i fa~ italiani ma erano così come i	c'erano anche i fa~ italiani ma erano così come i	c' erano anche i fa~ italiani ma erano così come i
228	TOI075	492.205	493.962	1.757	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	4	dei servi dei dei ((ride))	dei servi dei dei {ride}	dei servi dei dei {ride}
229	TOI075	494.468	497.175	2.707	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	5	di: cose (.) di [second'ordine]	di: cose {P} di [second'ordine]	di cose {P} di second' ordine
230	TOR001	495.854	497.186	1.332	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[dei tedeschi mhmh]	[dei tedeschi mhmh]	dei tedeschi mhmh
231	TOI075	497.205	499.945	2.74	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	6	quelli (.) che comandavano erano i tedeschi	quelli {P} che comandavano erano i tedeschi	quelli {P} che comandavano erano i tedeschi
232	TOI075	500.304	502.978	2.674	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	x c'erano anche i documenti in tedesco	x c'erano anche i documenti in tedesco	x c' erano anche i documenti in tedesco
233	TOI075	503.184	504.3	1.116	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	1	0	1	((ride)) per	{ride} per	{ride} per
234	TOI075	504.589	506.335	1.746	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	se uno voleva circolare	se uno voleva circolare	se uno voleva circolare
235	TOI075	506.701	509.524	2.823	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	era proibito persino andare in bicicletta	era proibito persino andare in bicicletta	era proibito persino andare in bicicletta
236	TOI075	509.946	510.372	0.426	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	1	perchè	perché	perché
237	TOI075	510.788	511.49	0.702	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	a volte	a volte	a volte
238	TOI075	512.035	516.78	4.745	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	11	quelli con la bicicletta facevano gli attentati e poi scapp[avano] allora	quelli con la bicicletta facevano gli attentati e poi scapp[avano] allora	quelli con la bicicletta facevano gli attentati e poi scappavano allora
239	TOR002	515.892	516.351	0.459	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
240	TOI075	517.044	519.574	2.53	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	era vietato circolare in bicicletta	era vietato circolare in bicicletta	era vietato circolare in bicicletta
241	TOI075	519.868	522.327	2.459	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	automobili neanche [a parlarne]	automobili neanche [a parlarne]	automobili neanche a parlarne
242	TOR001	521.334	522.323	0.989	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	[neanche a parlarne]	[neanche a parlarne]	neanche a parlarne
243	TOR002	522.614	523.652	1.038	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	in tutta la città	in tutta la città	in tutta la città
244	TOI075	523.961	525.232	1.271	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	eh in tutta la città	eh in tutta la città	eh in tutta la città
245	TOI075	525.521	526.256	0.735	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	era così	era così	era così
246	TOI075	527.773	529.933	2.16	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	e:: x così siamo andati avanti	e:: x così siamo andati avanti	e x così siamo andati avanti
247	TOI075	530.323	533.655	3.332	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	praticamente dal millenovecentosessantatrè	praticamente dal millenovecentosessantatrè	praticamente dal millenovecentosessantatrè
248	TOI075	533.996	535.393	1.397	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	al sessantacinque	al sessantacinque	al sessantacinque
249	TOI075	535.487	538.498	3.011	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	quando c'è stato poi la liberazione	quando c'è stato poi la liberazione	quando c' è stato poi la liberazione
250	TOR001	538.529	538.976	0.447	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
251	TOI075	539.016	540.916	1.9	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	4	il venticinque aprile (.) che::	il venticinque aprile {P} che::	il venticinque aprile {P} che
252	TOI075	541.383	544.287	2.904	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	torino è stata un po' in ritardo [cioè]	torino è stata un po' in ritardo [cioè]	torino è stata un po' in ritardo cioè
253	TOR001	543.945	544.277	0.332	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[mhmh]	[mhmh]	mhmh
254	TOI075	544.77	547.262	2.492	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	7	ti parlo del venticinque aprile ma qui	ti parlo del venticinque aprile ma qui	ti parlo del venticinque aprile ma qui
255	TOI075	547.615	551.856	4.241	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	la guerra lì è incominciata il ventisei l'insurrezione	la guerra lì è incominciata il ventisei l'insurrezione	la guerra lì è incominciata il ventisei l' insurrezione
256	TOR001	551.873	552.094	0.221	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	sì	sì	sì
257	TOI075	552.123	555.073	2.95	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	dal ventisei al ventotto insomma	dal ventisei al ventotto insomma	dal ventisei al ventotto insomma
258	TOR001	555.234	555.93	0.696	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	più tar[di]	più tar[di]	più tardi
259	TOI075	555.77	558.013	2.243	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	[x] almeno è stato così	[x] almeno è stato così	x almeno è stato così
260	TOR001	558.528	561.55	3.022	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	e poi: diciamo la fase più di ricostruzione?	e poi: diciamo la fase più di ricostruzione?	e poi diciamo la fase più di ricostruzione
261	TOI075	561.722	566.092	4.37	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	e:h sì c'erano molte: (.) molte case diroccate	e:h sì c'erano molte: {P} molte case diroccate	eh sì c' erano molte {P} molte case diroccate
262	TOI075	566.916	568.474	1.558	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	a causa dei bombardamenti	a causa dei bombardamenti	a causa dei bombardamenti
263	TOR001	568.507	569.082	0.575	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh[mhmh]	mhmh[mhmh]	mhmhmhmh
264	TOI075	568.805	569.081	0.276	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[quindi]	[quindi]	quindi
265	TOI075	569.766	573.259	3.493	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	9	un po' per volta (.) si è avviata la ricostruzione	un po' per volta {P} si è avviata la ricostruzione	un po' per volta {P} si è avviata la ricostruzione
266	TOI075	573.927	575.468	1.541	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	il più importante	il più importante	il più importante
267	TOI075	575.834	582.271	6.437	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	15	dal punto di vista politico che sono ritornati ad esserci i partiti politici, c'era	dal punto di vista politico che sono ritornati ad esserci i partiti politici, c'era	dal punto di vista politico che sono ritornati ad esserci i partiti politici c' era
268	TOI075	582.697	585.658	2.961	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	la libertà di opinione, diciamo prima:	la libertà di opinione, diciamo prima:	la libertà di opinione diciamo prima
269	TOI075	585.781	590.543	4.762	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	1	8	(c')era solo la voce del partito fascista. nessun altro	(c')era solo la voce del partito fascista. nessun altro	c'era solo la voce del partito fascista nessun altro
270	TOI075	590.85	594.982	4.132	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	8	anche i giornali (.) erano controllati dal partito fascista	anche i giornali {P} erano controllati dal partito fascista	anche i giornali {P} erano controllati dal partito fascista
271	TOI075	595.095	597.808	2.713	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	8	quindi non si [pote]va dir niente d'altro	quindi non si [pote]va dir niente d'altro	quindi non si poteva dir niente d' altro
272	TOR002	596.23	596.561	0.331	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
273	TOI075	598.439	602.119	3.68	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	7	e:h invece (.) è tornata la libertà insomma	e:h invece {P} è tornata la libertà insomma	eh invece {P} è tornata la libertà insomma
274	TOI075	602.183	605.15	2.967	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	(la) diversi diversi partiti:,	(la) diversi diversi partiti:,	la diversi diversi partiti
275	TOI075	605.474	607.243	1.769	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	le opinioni poi	le opinioni poi	le opinioni poi
276	TOI075	607.504	609.211	1.707	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	c'è stato il referendum	c'è stato il referendum	c' è stato il referendum
277	TOI075	609.546	611.331	1.785	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	fra monarchia e repubblica	fra monarchia e repubblica	fra monarchia e repubblica
278	TOI075	611.637	614.005	2.368	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	2	nel millenovecentoquarantasei	nel millenovecentoquarantasei	nel millenovecentoquarantasei
279	TOR001	614.005	614.403	0.398	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
280	TOI075	614.575	617.376	2.801	True	0	0	1	0	0	0	0	False	False	False	False	False	_	0	0	0	7	io allora non votavo [ancora] perchè allora	io allora non votavo [ancora] perché allora	io allora non votavo ancora perché allora
281	TOR001	616.19	616.665	0.475	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
282	TOI075	617.619	621.774	4.155	True	0	0	0	0	0	0	0	False	False	False	False	False	_	1	0	0	10	il voto (.) era solo per i maggiori di ventun anni	il voto {P} era solo per i maggiori di ventun anni	il voto {P} era solo per i maggiori di ventun anni
283	TOI075	622.069	624.632	2.563	True	0	0	0	0	0	0	0	False	False	False	False	True	284+285=0.792	0	0	0	7	non c'er~ adesso votano i dicio~	non c'er~ adesso votano i dicio~	non c' er~ adesso votano i dicio~
284	TOR001	623.84	624.635	0.795	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[certo]	[certo]	certo
285	TOR002	623.84	624.635	0.795	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	[diciotto]	[diciotto]	diciotto
286	TOI075	624.751	626.768	2.017	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	allora il voto era per i::	allora il voto era per i::	allora il voto era per i
287	TOI075	627.082	628.866	1.784	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	5	ven~ dal ventuno in su	ven~ dal ventuno in su	ven~ dal ventuno in su
288	TOI075	629.214	632.236	3.022	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	9	e per il senato da venticinque anni in su	e per il senato da venticinque anni in su	e per il senato da venticinque anni in su
289	TOR001	632.269	632.628	0.359	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	mhmh	mhmh	mhmh
290	TOI075	632.81	634.605	1.795	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	6	le regole erano quelle e quindi	le regole erano quelle e quindi	le regole erano quelle e quindi
291	TOI075	634.65	634.987	0.337	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	1	poi	poi	poi
292	TOI075	635.183	637.161	1.978	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	4	quando cominciato a votare	quando cominciato a votare	quando cominciato a votare
293	TOI075	637.342	639.193	1.851	True	0	0	0	0	0	0	0	False	False	False	False	False	_	0	0	0	3	io nel frattempo	io nel frattempo	io nel frattempo
294	TOI075	639.354	643.774	4.42	True	0	0	2	0	0	0	0	False	False	False	False	False	_	0	0	0	11	cominciato a ragionare con la mia testa perchè finchè ero bambino	cominciato a ragionare con la mia testa perché finché ero bambino	cominciato a ragionare con la mia testa perché finché ero bambino
